project,bug_id,folder,error
Jacksondatabind,49,JacksonDatabind-49-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,50,JacksonDatabind-50-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,51,JacksonDatabind-51-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,53,JacksonDatabind-53-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,54,JacksonDatabind-54-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,59,JacksonDatabind-59-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,61,JacksonDatabind-61-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,62,JacksonDatabind-62-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,63,JacksonDatabind-63-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,67,JacksonDatabind-67-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,68,JacksonDatabind-68-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,69,JacksonDatabind-69-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,70,JacksonDatabind-70-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,77,JacksonDatabind-77-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,78,JacksonDatabind-78-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,79,JacksonDatabind-79-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,81,JacksonDatabind-81-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,84,JacksonDatabind-84-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,85,JacksonDatabind-85-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,91,JacksonDatabind-91-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,93,JacksonDatabind-93-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,94,JacksonDatabind-94-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,97,JacksonDatabind-97-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,98,JacksonDatabind-98-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,102,JacksonDatabind-102-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,111,JacksonDatabind-111-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,112,JacksonDatabind-112-buggy,Not Compilable: test suite failed to compile
Codec,11,Codec-11-buggy,Not Compilable: test suite failed to compile
Codec,12,Codec-12-buggy,Not Compilable: test suite failed to compile
Codec,14,Codec-14-buggy,Not Compilable: test suite failed to compile
Collections,2,Collections-2-buggy,Not Compilable: test suite failed to compile
Collections,4,Collections-4-buggy,Not Compilable: test suite failed to compile
Collections,5,Collections-5-buggy,Not Compilable: test suite failed to compile
Collections,7,Collections-7-buggy,Not Compilable: test suite failed to compile
Collections,9,Collections-9-buggy,Not Compilable: test suite failed to compile
Collections,18,Collections-18-buggy,Not Compilable: test suite failed to compile
Collections,21,Collections-21-buggy,Not Compilable: test suite failed to compile
Collections,22,Collections-22-buggy,Not Compilable: test suite failed to compile
Collections,25,Collections-25-buggy,Not Compilable: test suite failed to compile
Collections,26,Collections-26-buggy,Not Compilable: test suite failed to compile
Collections,28,Collections-28-buggy,Not Compilable: test suite failed to compile
Compress,1,Compress-1-buggy,Not Compilable: test suite failed to compile
Compress,2,Compress-2-buggy,Not Compilable: test suite failed to compile
Compress,3,Compress-3-buggy,Not Compilable: test suite failed to compile
Compress,4,Compress-4-buggy,Not Compilable: test suite failed to compile
Compress,5,Compress-5-buggy,Not Compilable: test suite failed to compile
Compress,9,Compress-9-buggy,Not Compilable: test suite failed to compile
Compress,10,Compress-10-buggy,Not Compilable: test suite failed to compile
Compress,12,Compress-12-buggy,Not Compilable: test suite failed to compile
Compress,13,Compress-13-buggy,Not Compilable: test suite failed to compile
Compress,19,Compress-19-buggy,Not Compilable: test suite failed to compile
Compress,22,Compress-22-buggy,Not Compilable: test suite failed to compile
Compress,23,Compress-23-buggy,Not Compilable: test suite failed to compile
Compress,25,Compress-25-buggy,Not Compilable: test suite failed to compile
Compress,28,Compress-28-buggy,Not Compilable: test suite failed to compile
Compress,29,Compress-29-buggy,Not Compilable: test suite failed to compile
Compress,32,Compress-32-buggy,Not Compilable: test suite failed to compile
Compress,33,Compress-33-buggy,Not Compilable: test suite failed to compile
Compress,35,Compress-35-buggy,Not Compilable: test suite failed to compile
Compress,37,Compress-37-buggy,Not Compilable: test suite failed to compile
Compress,38,Compress-38-buggy,Not Compilable: test suite failed to compile
Compress,41,Compress-41-buggy,Not Compilable: test suite failed to compile
Compress,42,Compress-42-buggy,Not Compilable: test suite failed to compile
Compress,43,Compress-43-buggy,Not Compilable: test suite failed to compile
Compress,47,Compress-47-buggy,Not Compilable: test suite failed to compile
Jsoup,8,Jsoup-8-buggy,Not Compilable: test suite failed to compile
Jsoup,24,Jsoup-24-buggy,Not Compilable: test suite failed to compile
Jsoup,26,Jsoup-26-buggy,Not Compilable: test suite failed to compile
Jsoup,27,Jsoup-27-buggy,Not Compilable: test suite failed to compile
Jsoup,36,Jsoup-36-buggy,Not Compilable: test suite failed to compile
Jsoup,43,Jsoup-43-buggy,Not Compilable: test suite failed to compile
Jsoup,45,Jsoup-45-buggy,Not Compilable: test suite failed to compile
Jsoup,46,Jsoup-46-buggy,Not Compilable: test suite failed to compile
Jsoup,49,Jsoup-49-buggy,Not Compilable: test suite failed to compile
Jsoup,50,Jsoup-50-buggy,Not Compilable: test suite failed to compile
Jsoup,53,Jsoup-53-buggy,Not Compilable: test suite failed to compile
Jsoup,54,Jsoup-54-buggy,Not Compilable: test suite failed to compile
Jsoup,65,Jsoup-65-buggy,Not Compilable: test suite failed to compile
Jsoup,66,Jsoup-66-buggy,Not Compilable: test suite failed to compile
Jsoup,73,Jsoup-73-buggy,Not Compilable: test suite failed to compile
Jsoup,78,Jsoup-78-buggy,Not Compilable: test suite failed to compile
Jsoup,84,Jsoup-84-buggy,Not Compilable: test suite failed to compile
Jsoup,86,Jsoup-86-buggy,Not Compilable: test suite failed to compile
Jsoup,87,Jsoup-87-buggy,Not Compilable: test suite failed to compile
Jsoup,91,Jsoup-91-buggy,Not Compilable: test suite failed to compile
Math,1,Math-1-buggy,Not Compilable: test suite failed to compile
Math,19,Math-19-buggy,Not Compilable: test suite failed to compile
Math,22,Math-22-buggy,Not Compilable: test suite failed to compile
Math,25,Math-25-buggy,Not Compilable: test suite failed to compile
Math,39,Math-39-buggy,Not Compilable: test suite failed to compile
Math,42,Math-42-buggy,Not Compilable: test suite failed to compile
Math,48,Math-48-buggy,Not Compilable: test suite failed to compile
Math,50,Math-50-buggy,Not Compilable: test suite failed to compile
Math,51,Math-51-buggy,Not Compilable: test suite failed to compile
Math,57,Math-57-buggy,Not Compilable: test suite failed to compile
Math,62,Math-62-buggy,Not Compilable: test suite failed to compile
Math,64,Math-64-buggy,Not Compilable: test suite failed to compile
Math,65,Math-65-buggy,Not Compilable: test suite failed to compile
Math,68,Math-68-buggy,Not Compilable: test suite failed to compile
Math,74,Math-74-buggy,Not Compilable: test suite failed to compile
Math,79,Math-79-buggy,Not Compilable: test suite failed to compile
Math,85,Math-85-buggy,Not Compilable: test suite failed to compile
Math,86,Math-86-buggy,Not Compilable: test suite failed to compile
Math,93,Math-93-buggy,Not Compilable: test suite failed to compile
Time,4,Time-4-buggy,Not Compilable: test suite failed to compile
Time,23,Time-23-buggy,Not Compilable: test suite failed to compile
Time,25,Time-25-buggy,Not Compilable: test suite failed to compile
Mockito,1,Mockito-1-buggy,JaCoCo stage timeout (> 600s)
Mockito,3,Mockito-3-buggy,JaCoCo stage timeout (> 600s)
Mockito,4,Mockito-4-buggy,Not Compilable: test suite failed to compile
Mockito,6,Mockito-6-buggy,Not Compilable: test suite failed to compile
Mockito,7,Mockito-7-buggy,Not Compilable: test suite failed to compile
Mockito,9,Mockito-9-buggy,Not Compilable: test suite failed to compile
Mockito,13,Mockito-13-buggy,Not Compilable: test suite failed to compile
Mockito,15,Mockito-15-buggy,Not Compilable: test suite failed to compile
Mockito,16,Mockito-16-buggy,Not Compilable: test suite failed to compile
Mockito,23,Mockito-23-buggy,Not Compilable: test suite failed to compile
Mockito,24,Mockito-24-buggy,Not Compilable: test suite failed to compile
Mockito,27,Mockito-27-buggy,Not Compilable: test suite failed to compile
Mockito,32,Mockito-32-buggy,Not Compilable: test suite failed to compile
Mockito,33,Mockito-33-buggy,Not Compilable: test suite failed to compile
Mockito,34,Mockito-34-buggy,Not Compilable: test suite failed to compile
Mockito,35,Mockito-35-buggy,Not Compilable: test suite failed to compile
Mockito,37,Mockito-37-buggy,Not Compilable: test suite failed to compile
Mockito,38,Mockito-38-buggy,Not Compilable: test suite failed to compile
Lang,6,Lang-6-buggy,Not Compilable: test suite failed to compile
Lang,16,Lang-16-buggy,Not Compilable: test suite failed to compile
Lang,34,Lang-34-buggy,Not Compilable: test suite failed to compile
Jxpath,1,JxPath-1-buggy,Not Compilable: test suite failed to compile
Jxpath,2,JxPath-2-buggy,Not Compilable: test suite failed to compile
Jxpath,3,JxPath-3-buggy,Not Compilable: test suite failed to compile
Jxpath,6,JxPath-6-buggy,Not Compilable: test suite failed to compile
Jxpath,11,JxPath-11-buggy,Not Compilable: test suite failed to compile
Jxpath,12,JxPath-12-buggy,Not Compilable: test suite failed to compile
Jxpath,13,JxPath-13-buggy,Not Compilable: test suite failed to compile
Jxpath,16,JxPath-16-buggy,Not Compilable: test suite failed to compile
Jxpath,19,JxPath-19-buggy,Not Compilable: test suite failed to compile
Jxpath,20,JxPath-20-buggy,Not Compilable: test suite failed to compile
Jxpath,22,JxPath-22-buggy,Not Compilable: test suite failed to compile
Jacksonxml,1,JacksonXml-1-buggy,Not Compilable: test suite failed to compile
Jacksonxml,6,JacksonXml-6-buggy,Not Compilable: test suite failed to compile
Jacksoncore,1,JacksonCore-1-buggy,Not Compilable: test suite failed to compile
Jacksoncore,2,JacksonCore-2-buggy,Not Compilable: test suite failed to compile
Jacksoncore,7,JacksonCore-7-buggy,Not Compilable: test suite failed to compile
Jacksoncore,9,JacksonCore-9-buggy,Not Compilable: test suite failed to compile
Jacksoncore,10,JacksonCore-10-buggy,Not Compilable: test suite failed to compile
Jacksoncore,11,JacksonCore-11-buggy,Not Compilable: test suite failed to compile
Jacksoncore,12,JacksonCore-12-buggy,Not Compilable: test suite failed to compile
Jacksoncore,16,JacksonCore-16-buggy,Not Compilable: test suite failed to compile
Jacksoncore,21,JacksonCore-21-buggy,Not Compilable: test suite failed to compile
Gson,1,Gson-1-buggy,Not Compilable: test suite failed to compile
Gson,2,Gson-2-buggy,Not Compilable: test suite failed to compile
Gson,6,Gson-6-buggy,Not Compilable: test suite failed to compile
Gson,8,Gson-8-buggy,Not Compilable: test suite failed to compile
Gson,11,Gson-11-buggy,Not Compilable: test suite failed to compile
Gson,12,Gson-12-buggy,Not Compilable: test suite failed to compile
Gson,13,Gson-13-buggy,Not Compilable: test suite failed to compile
Gson,17,Gson-17-buggy,Not Compilable: test suite failed to compile
Gson,18,Gson-18-buggy,Not Compilable: test suite failed to compile
Csv,2,Csv-2-buggy,Not Compilable: test suite failed to compile
Csv,5,Csv-5-buggy,Not Compilable: test suite failed to compile
Csv,8,Csv-8-buggy,Not Compilable: test suite failed to compile
Csv,9,Csv-9-buggy,Not Compilable: test suite failed to compile
