model,project,bug_id,variant,status,trigger_appear,n_trigger_total,n_trigger_appear,n_trigger_pred_success,matched_triggers,pred_success_triggers
GPT5,Chart,7,7,pass,yes,1,1,1,org.jfree.data.time.junit.TimePeriodValuesTests::testGetMaxMiddleIndex,org.jfree.data.time.junit.TimePeriodValuesTests::testGetMaxMiddleIndex
GPT5,Chart,8,8,pass,yes,1,1,1,org.jfree.data.time.junit.WeekTests::testConstructor,org.jfree.data.time.junit.WeekTests::testConstructor
GPT5,Chart,9,9,pass,yes,1,1,1,org.jfree.data.time.junit.TimeSeriesTests::testBug1864222,org.jfree.data.time.junit.TimeSeriesTests::testBug1864222
GPT5,Chart,10,10,pass,yes,1,1,1,org.jfree.chart.imagemap.junit.StandardToolTipTagFragmentGeneratorTests::testGenerateURLFragment,org.jfree.chart.imagemap.junit.StandardToolTipTagFragmentGeneratorTests::testGenerateURLFragment
GPT5,Chart,11,11,pass,no,1,0,0,,
GPT5,Chart,11,11_1,pass,yes,1,1,1,org.jfree.chart.util.junit.ShapeUtilitiesTests::testEqualGeneralPaths,org.jfree.chart.util.junit.ShapeUtilitiesTests::testEqualGeneralPaths
GPT5,Chart,12,12,pass,yes,1,1,1,org.jfree.chart.plot.junit.MultiplePiePlotTests::testConstructor,org.jfree.chart.plot.junit.MultiplePiePlotTests::testConstructor
GPT5,Chart,13,13,pass,yes,1,1,1,org.jfree.chart.block.junit.BorderArrangementTests::testSizingWithWidthConstraint,org.jfree.chart.block.junit.BorderArrangementTests::testSizingWithWidthConstraint
GPT5,Chart,14,14,pass,yes,4,4,4,org.jfree.chart.plot.junit.CategoryPlotTests::testRemoveDomainMarker; org.jfree.chart.plot.junit.CategoryPlotTests::testRemoveRangeMarker; org.jfree.chart.plot.junit.XYPlotTests::testRemoveDomainMarker; org.jfree.chart.plot.junit.XYPlotTests::testRemoveRangeMarker,org.jfree.chart.plot.junit.CategoryPlotTests::testRemoveDomainMarker; org.jfree.chart.plot.junit.CategoryPlotTests::testRemoveRangeMarker; org.jfree.chart.plot.junit.XYPlotTests::testRemoveDomainMarker; org.jfree.chart.plot.junit.XYPlotTests::testRemoveRangeMarker
GPT5,Chart,14,14_1,pass,no,4,0,0,,
GPT5,Chart,15,15,pass,yes,1,1,1,org.jfree.chart.plot.junit.PiePlot3DTests::testDrawWithNullDataset,org.jfree.chart.plot.junit.PiePlot3DTests::testDrawWithNullDataset
GPT5,Chart,16,16,not pass,yes,8,8,1,org.jfree.data.category.junit.DefaultIntervalCategoryDatasetTests::testCloning2; org.jfree.data.category.junit.DefaultIntervalCategoryDatasetTests::testGetCategoryIndex; org.jfree.data.category.junit.DefaultIntervalCategoryDatasetTests::testGetColumnCount; org.jfree.data.category.junit.DefaultIntervalCategoryDatasetTests::testGetColumnIndex; org.jfree.data.category.junit.DefaultIntervalCategoryDatasetTests::testGetRowCount; org.jfree.data.category.junit.DefaultIntervalCategoryDatasetTests::testGetRowIndex; org.jfree.data.category.junit.DefaultIntervalCategoryDatasetTests::testGetSeriesIndex; org.jfree.data.category.junit.DefaultIntervalCategoryDatasetTests::testSetCategoryKeys,org.jfree.data.category.junit.DefaultIntervalCategoryDatasetTests::testSetCategoryKeys
GPT5,Chart,17,17,not pass,yes,1,1,1,org.jfree.data.time.junit.TimeSeriesTests::testBug1832432,org.jfree.data.time.junit.TimeSeriesTests::testBug1832432
GPT5,Chart,18,18,not pass,yes,4,4,2,org.jfree.data.category.junit.DefaultCategoryDatasetTests::testBug1835955; org.jfree.data.junit.DefaultKeyedValues2DTests::testRemoveColumnByKey; org.jfree.data.junit.DefaultKeyedValuesTests::testGetIndex2; org.jfree.data.junit.DefaultKeyedValuesTests::testRemoveValue,org.jfree.data.junit.DefaultKeyedValues2DTests::testRemoveColumnByKey; org.jfree.data.junit.DefaultKeyedValuesTests::testGetIndex2
GPT5,Chart,18,18_1,not pass,no,4,0,0,,
GPT5,Chart,19,19,pass,yes,2,2,2,org.jfree.chart.plot.junit.CategoryPlotTests::testGetDomainAxisIndex; org.jfree.chart.plot.junit.CategoryPlotTests::testGetRangeAxisIndex,org.jfree.chart.plot.junit.CategoryPlotTests::testGetDomainAxisIndex; org.jfree.chart.plot.junit.CategoryPlotTests::testGetRangeAxisIndex
GPT5,Chart,19,19_1,not pass,no,2,0,0,,
GPT5,Chart,20,20,pass,yes,1,1,1,org.jfree.chart.plot.junit.ValueMarkerTests::test1808376,org.jfree.chart.plot.junit.ValueMarkerTests::test1808376
GPT5,Chart,21,21,pass,yes,1,1,1,org.jfree.data.statistics.junit.DefaultBoxAndWhiskerCategoryDatasetTests::testGetRangeBounds,org.jfree.data.statistics.junit.DefaultBoxAndWhiskerCategoryDatasetTests::testGetRangeBounds
GPT5,Chart,22,22,not pass,yes,6,6,2,org.jfree.data.junit.KeyedObjects2DTests::testGetValueByKey; org.jfree.data.junit.KeyedObjects2DTests::testRemoveColumnByIndex; org.jfree.data.junit.KeyedObjects2DTests::testRemoveColumnByKey; org.jfree.data.junit.KeyedObjects2DTests::testRemoveRowByKey; org.jfree.data.junit.KeyedObjects2DTests::testRemoveValue; org.jfree.data.junit.KeyedObjects2DTests::testSetObject,org.jfree.data.junit.KeyedObjects2DTests::testRemoveRowByKey; org.jfree.data.junit.KeyedObjects2DTests::testRemoveValue
GPT5,Chart,23,23,not pass,yes,1,1,0,org.jfree.chart.renderer.category.junit.MinMaxCategoryRendererTests::testEquals,
GPT5,Chart,24,24,pass,yes,1,1,1,org.jfree.chart.renderer.junit.GrayPaintScaleTests::testGetPaint,org.jfree.chart.renderer.junit.GrayPaintScaleTests::testGetPaint
GPT5,Chart,25,25,pass,yes,4,4,4,org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullDeviationHorizontal; org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullDeviationVertical; org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullMeanHorizontal; org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullMeanVertical,org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullDeviationHorizontal; org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullDeviationVertical; org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullMeanHorizontal; org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullMeanVertical
GPT5,Chart,26,26,pass,yes,22,14,1,org.jfree.chart.junit.AreaChartTests::testDrawWithNullInfo; org.jfree.chart.junit.BarChart3DTests::testDrawWithNullInfo; org.jfree.chart.junit.BarChartTests::testDrawWithNullInfo; org.jfree.chart.junit.GanttChartTests::testDrawWithNullInfo; org.jfree.chart.junit.GanttChartTests::testDrawWithNullInfo2; org.jfree.chart.junit.LineChart3DTests::testDrawWithNullInfo; org.jfree.chart.junit.LineChartTests::testDrawWithNullInfo; org.jfree.chart.junit.StackedAreaChartTests::testDrawWithNullInfo; org.jfree.chart.junit.StackedBarChart3DTests::testDrawWithNullInfo; org.jfree.chart.junit.StackedBarChartTests::testDrawWithNullInfo; org.jfree.chart.junit.WaterfallChartTests::testDrawWithNullInfo; org.jfree.chart.plot.junit.CategoryPlotTests::test1654215; org.jfree.chart.plot.junit.CategoryPlotTests::testSerialization3; org.jfree.chart.plot.junit.CategoryPlotTests::testSerialization4,org.jfree.chart.plot.junit.CategoryPlotTests::testSerialization3
GPT5,Chart,26,26_1,pass,yes,22,8,8,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests::testDrawWithNullInfo; org.jfree.chart.renderer.category.junit.GroupedStackedBarRendererTests::testDrawWithNullInfo; org.jfree.chart.renderer.category.junit.IntervalBarRendererTests::testDrawWithNullInfo; org.jfree.chart.renderer.category.junit.LayeredBarRendererTests::testDrawWithNullInfo; org.jfree.chart.renderer.category.junit.LevelRendererTests::testDrawWithNullInfo; org.jfree.chart.renderer.category.junit.MinMaxCategoryRendererTests::testDrawWithNullInfo; org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullInfo; org.jfree.chart.renderer.category.junit.StatisticalLineAndShapeRendererTests::testDrawWithNullInfo,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests::testDrawWithNullInfo; org.jfree.chart.renderer.category.junit.GroupedStackedBarRendererTests::testDrawWithNullInfo; org.jfree.chart.renderer.category.junit.IntervalBarRendererTests::testDrawWithNullInfo; org.jfree.chart.renderer.category.junit.LayeredBarRendererTests::testDrawWithNullInfo; org.jfree.chart.renderer.category.junit.LevelRendererTests::testDrawWithNullInfo; org.jfree.chart.renderer.category.junit.MinMaxCategoryRendererTests::testDrawWithNullInfo; org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullInfo; org.jfree.chart.renderer.category.junit.StatisticalLineAndShapeRendererTests::testDrawWithNullInfo
