project,bug_id,folder,class_entry,file,method_sig_snippet,buggy_method_start_line,buggy_method_end_line,changed_buggy_lines
Jsoup,44,Jsoup-44-buggy,org.jsoup.parser.TreeBuilder,org/jsoup/parser/TreeBuilder.java,"public boolean processStartTag(String name, Attributes attrs) {",64,68,[]
Jsoup,44,Jsoup-44-buggy,org.jsoup.parser.TreeBuilder,org/jsoup/parser/TreeBuilder.java,protected boolean processEndTag(String name) {,70,72,[]
Jsoup,45,Jsoup-45-buggy,org.jsoup.parser.HtmlTreeBuilder,org/jsoup/parser/HtmlTreeBuilder.java,void resetInsertionMode() {,382,429,[394]
Jsoup,46,Jsoup-46-buggy,org.jsoup.nodes.Entities,org/jsoup/nodes/Entities.java,"static void escape(StringBuilder accum, String string, Document.OutputSettings out, boolean inAttribute, boolean normaliseWhite, boolean stripLeadingWhite) {",79,154,[118]
Jsoup,47,Jsoup-47-buggy,org.jsoup.nodes.Entities,org/jsoup/nodes/Entities.java,"static void escape(StringBuilder accum, String string, Document.OutputSettings out, boolean inAttribute, boolean normaliseWhite, boolean stripLeadingWhite) {",79,155,[122]
Jsoup,48,Jsoup-48-buggy,org.jsoup.helper.HttpConnection,org/jsoup/helper/HttpConnection.java,"void processResponseHeaders(Map<String, List<String>> resHeaders) {",753,777,[773]
Jsoup,49,Jsoup-49-buggy,org.jsoup.nodes.Node,org/jsoup/nodes/Node.java,"protected void addChildren(int index, Node... children) {",438,447,[445]
Jsoup,5,Jsoup-5-buggy,org.jsoup.parser.Parser,org/jsoup/parser/Parser.java,private Attribute parseAttribute() {,181,210,[206]
Jsoup,50,Jsoup-50-buggy,org.jsoup.helper.DataUtil,org/jsoup/helper/DataUtil.java,"static Document parseByteData(ByteBuffer byteData, String charsetName, String baseUri, Parser parser) {",88,138,"[126, 127, 128, 129, 130, 131, 132]"
Jsoup,51,Jsoup-51-buggy,org.jsoup.parser.CharacterReader,org/jsoup/parser/CharacterReader.java,boolean matchesLetter() {,296,301,[300]
Jsoup,52,Jsoup-52-buggy,org.jsoup.helper.DataUtil,org/jsoup/helper/DataUtil.java,"static Document parseByteData(ByteBuffer byteData, String charsetName, String baseUri, Parser parser) {",94,146,"[112, 113, 116, 117, 118, 119]"
Jsoup,52,Jsoup-52-buggy,org.jsoup.nodes.XmlDeclaration,org/jsoup/nodes/XmlDeclaration.java,public String getWholeDeclaration() {,45,62,"[46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61]"
Jsoup,52,Jsoup-52-buggy,org.jsoup.nodes.XmlDeclaration,org/jsoup/nodes/XmlDeclaration.java,"void outerHtmlHead(Appendable accum, int depth, Document.OutputSettings out) throws IOException {",64,70,[68]
Jsoup,52,Jsoup-52-buggy,org.jsoup.parser.XmlTreeBuilder,org/jsoup/parser/XmlTreeBuilder.java,void insert(Token.Comment commentToken) {,69,81,"[76, 77]"
Jsoup,53,Jsoup-53-buggy,org.jsoup.parser.TokenQueue,org/jsoup/parser/TokenQueue.java,"public String chompBalanced(char open, char close) {",260,284,[]
Jsoup,54,Jsoup-54-buggy,org.jsoup.helper.W3CDom,org/jsoup/helper/W3CDom.java,"private void copyAttributes(org.jsoup.nodes.Node source, Element el) {",122,128,[]
Jsoup,55,Jsoup-55-buggy,org.jsoup.parser.TokeniserState,org/jsoup/parser/TokeniserState.java,"void read(Tokeniser t, CharacterReader r) {",869,885,[]
Jsoup,56,Jsoup-56-buggy,org.jsoup.nodes.DocumentType,org/jsoup/nodes/DocumentType.java,"public DocumentType(String name, String publicId, String systemId, String baseUri) {",26,32,[]
Jsoup,56,Jsoup-56-buggy,org.jsoup.nodes.DocumentType,org/jsoup/nodes/DocumentType.java,"void outerHtmlHead(Appendable accum, int depth, Document.OutputSettings out) throws IOException {",49,63,[59]
Jsoup,56,Jsoup-56-buggy,org.jsoup.parser.HtmlTreeBuilderState,org/jsoup/parser/HtmlTreeBuilderState.java,"boolean process(Token t, HtmlTreeBuilder tb) {",13,34,[23]
Jsoup,56,Jsoup-56-buggy,org.jsoup.parser.Token,org/jsoup/parser/Token.java,static void reset(StringBuilder sb) {,27,31,[]
Jsoup,56,Jsoup-56-buggy,org.jsoup.parser.Token,org/jsoup/parser/Token.java,Token reset() {,44,50,[]
Jsoup,56,Jsoup-56-buggy,org.jsoup.parser.Token,org/jsoup/parser/Token.java,String getName() {,52,54,[]
Jsoup,56,Jsoup-56-buggy,org.jsoup.parser.TokeniserState,org/jsoup/parser/TokeniserState.java,"void read(Tokeniser t, CharacterReader r) {",1181,1204,[]
Jsoup,56,Jsoup-56-buggy,org.jsoup.parser.XmlTreeBuilder,org/jsoup/parser/XmlTreeBuilder.java,void insert(Token.Doctype d) {,99,102,[100]
Jsoup,57,Jsoup-57-buggy,org.jsoup.nodes.Attributes,org/jsoup/nodes/Attributes.java,public void removeIgnoreCase(String key) {,118,127,[125]
Jsoup,58,Jsoup-58-buggy,org.jsoup.Jsoup,org/jsoup/Jsoup.java,"public static boolean isValid(String bodyHtml, Whitelist whitelist) {",249,251,[250]
Jsoup,58,Jsoup-58-buggy,org.jsoup.parser.Parser,org/jsoup/parser/Parser.java,"public static List<Node> parseFragment(String fragmentHtml, Element context, String baseUri) {",113,116,[]
Jsoup,58,Jsoup-58-buggy,org.jsoup.safety.Cleaner,org/jsoup/safety/Cleaner.java,public boolean isValid(Document dirtyDocument) {,73,79,[78]
Jsoup,59,Jsoup-59-buggy,org.jsoup.parser.Token,org/jsoup/parser/Token.java,final void newAttribute() {,100,122,[]
Jsoup,6,Jsoup-6-buggy,org.jsoup.nodes.Entities,org/jsoup/nodes/Entities.java,static String unescape(String string) {,45,77,"[70, 72]"
Jsoup,61,Jsoup-61-buggy,org.jsoup.nodes.Element,org/jsoup/nodes/Element.java,public boolean hasClass(String className) {,1091,1132,[1092]
Jsoup,62,Jsoup-62-buggy,org.jsoup.parser.HtmlTreeBuilderState,org/jsoup/parser/HtmlTreeBuilderState.java,"boolean anyOtherEndTag(Token t, HtmlTreeBuilder tb) {",763,782,[764]
Jsoup,63,Jsoup-63-buggy,org.jsoup.parser.HtmlTreeBuilder,org/jsoup/parser/HtmlTreeBuilder.java,Element insertEmpty(Token.StartTag startTag) {,221,235,"[227, 229, 231, 232]"
Jsoup,63,Jsoup-63-buggy,org.jsoup.parser.Tokeniser,org/jsoup/parser/Tokeniser.java,Token read() {,43,65,"[44, 45, 46, 47]"
Jsoup,63,Jsoup-63-buggy,org.jsoup.parser.Tokeniser,org/jsoup/parser/Tokeniser.java,void emit(Token token) {,67,83,"[76, 77]"
Jsoup,63,Jsoup-63-buggy,org.jsoup.parser.Tokeniser,org/jsoup/parser/Tokeniser.java,void acknowledgeSelfClosingFlag() {,124,126,"[124, 125, 126]"
Jsoup,64,Jsoup-64-buggy,org.jsoup.parser.HtmlTreeBuilderState,org/jsoup/parser/HtmlTreeBuilderState.java,"private static void handleRawtext(Token.StartTag startTag, HtmlTreeBuilder tb) {",1488,1493,[1489]
Jsoup,65,Jsoup-65-buggy,org.jsoup.parser.HtmlTreeBuilder,org/jsoup/parser/HtmlTreeBuilder.java,void clearStackToTableBodyContext() {,359,361,[360]
Jsoup,65,Jsoup-65-buggy,org.jsoup.parser.HtmlTreeBuilder,org/jsoup/parser/HtmlTreeBuilder.java,void clearStackToTableRowContext() {,363,365,[364]
Jsoup,65,Jsoup-65-buggy,org.jsoup.parser.HtmlTreeBuilderState,org/jsoup/parser/HtmlTreeBuilderState.java,"boolean process(Token t, HtmlTreeBuilder tb) {",1031,1073,[1036]
Jsoup,65,Jsoup-65-buggy,org.jsoup.parser.HtmlTreeBuilderState,org/jsoup/parser/HtmlTreeBuilderState.java,"boolean process(Token t, HtmlTreeBuilder tb) {",1091,1137,[1096]
Jsoup,66,Jsoup-66-buggy,org.jsoup.nodes.Element,org/jsoup/nodes/Element.java,protected List<Node> ensureChildNodes() {,87,92,[89]
Jsoup,66,Jsoup-66-buggy,org.jsoup.nodes.Element,org/jsoup/nodes/Element.java,protected Element doClone(Node parent) {,1398,1406,[1402]
Jsoup,66,Jsoup-66-buggy,org.jsoup.nodes.Element,org/jsoup/nodes/Element.java,NodeList(int initialCapacity) {,1409,1411,[1409]
Jsoup,66,Jsoup-66-buggy,org.jsoup.nodes.Element,org/jsoup/nodes/Element.java,public void onContentsChanged() {,1413,1415,[1414]
Jsoup,67,Jsoup-67-buggy,org.jsoup.parser.HtmlTreeBuilder,org/jsoup/parser/HtmlTreeBuilder.java,"private static final String[] TagSearchSpecial = sort(new String[]{""address"", ""applet"", ""area"", ""article"", ""aside"", ""base"", ""basefont"", ""bgsound"", ""blockquote"", ""body"", ""br"", ""button"", ""caption"", ""center"", ""col"", ""colgroup"", ""command"", ""dd"", ""details"", ""dir"", ""div"", ""dl"", ""dt"", ""embed"", ""fieldset"", ""figcaption"", ""figure"", ""footer"", ""form"", ""frame"", ""frameset"", ""h1"", ""h2"", ""h3"", ""h4"", ""h5"", ""h6"", ""head"", ""header"", ""hgroup"", ""hr"", ""html"", ""iframe"", ""img"", ""input"", ""isindex"", ""li"", ""link"", ""listing"", ""marquee"", ""menu"", ""meta"", ""nav"", ""noembed"", ""noframes"", ""noscript"", ""object"", ""ol"", ""p"", ""param"", ""plaintext"", ""pre"", ""script"", ""section"", ""select"", ""style"", ""summary"", ""table"", ""tbody"", ""td"", ""textarea"", ""tfoot"", ""th"", ""thead"", ""title"", ""tr"", ""ul"", ""wbr"", ""xmp""});",33,40,[]
Jsoup,67,Jsoup-67-buggy,org.jsoup.parser.HtmlTreeBuilder,org/jsoup/parser/HtmlTreeBuilder.java,"private boolean inSpecificScope(String[] targetNames, String[] baseTypes, String[] extraTypes) {",466,480,[]
Jsoup,68,Jsoup-68-buggy,org.jsoup.parser.HtmlTreeBuilder,org/jsoup/parser/HtmlTreeBuilder.java,"private boolean inSpecificScope(String[] targetNames, String[] baseTypes, String[] extraTypes) {",466,486,"[468, 469, 470, 471]"
Jsoup,69,Jsoup-69-buggy,org.jsoup.nodes.FormElement,org/jsoup/nodes/FormElement.java,public FormElement addElement(Element element) {,44,47,[]
Jsoup,7,Jsoup-7-buggy,org.jsoup.nodes.Document,org/jsoup/nodes/Document.java,public Document normalise() {,98,115,[]
Jsoup,7,Jsoup-7-buggy,org.jsoup.nodes.Document,org/jsoup/nodes/Document.java,private void normaliseTextNodes(Element element) {,118,134,[]
Jsoup,70,Jsoup-70-buggy,org.jsoup.nodes.Element,org/jsoup/nodes/Element.java,static boolean preserveWhitespace(Node node) {,1087,1097,"[1093, 1094]"
Jsoup,71,Jsoup-71-buggy,org.jsoup.select.Evaluator,org/jsoup/select/Evaluator.java,public String toString() {,749,751,[]
Jsoup,71,Jsoup-71-buggy,org.jsoup.select.QueryParser,org/jsoup/select/QueryParser.java,private void findElements() {,148,206,[]
Jsoup,72,Jsoup-72-buggy,org.jsoup.parser.CharacterReader,org/jsoup/parser/CharacterReader.java,"private static String cacheString(final char[] charBuf, final String[] stringCache, final int start, final int count) {",423,451,[]
Jsoup,73,Jsoup-73-buggy,org.jsoup.helper.W3CDom,org/jsoup/helper/W3CDom.java,public W3CBuilder(Document doc) {,76,78,[]
Jsoup,73,Jsoup-73-buggy,org.jsoup.helper.W3CDom,org/jsoup/helper/W3CDom.java,"public void head(org.jsoup.nodes.Node source, int depth) {",80,110,[85]
Jsoup,73,Jsoup-73-buggy,org.jsoup.helper.W3CDom,org/jsoup/helper/W3CDom.java,"public void tail(org.jsoup.nodes.Node source, int depth) {",112,116,[]
Jsoup,73,Jsoup-73-buggy,org.jsoup.helper.W3CDom,org/jsoup/helper/W3CDom.java,private String updateNamespaces(org.jsoup.nodes.Element el) {,130,150,[144]
Jsoup,74,Jsoup-74-buggy,org.jsoup.helper.StringUtil,org/jsoup/helper/StringUtil.java,public static boolean isActuallyWhitespace(int c){,126,129,[]
Jsoup,74,Jsoup-74-buggy,org.jsoup.helper.StringUtil,org/jsoup/helper/StringUtil.java,"public static void appendNormalisedWhitespace(StringBuilder accum, String string, boolean stripLeading) {",151,171,[165]
Jsoup,75,Jsoup-75-buggy,org.jsoup.nodes.Attributes,org/jsoup/nodes/Attributes.java,"final void html(final Appendable accum, final Document.OutputSettings out) throws IOException {",310,326,"[319, 320]"
Jsoup,76,Jsoup-76-buggy,org.jsoup.parser.HtmlTreeBuilderState,org/jsoup/parser/HtmlTreeBuilderState.java,"boolean process(Token t, HtmlTreeBuilder tb) {",252,764,[]
Jsoup,77,Jsoup-77-buggy,org.jsoup.parser.XmlTreeBuilder,org/jsoup/parser/XmlTreeBuilder.java,private void popStackToClose(Token.EndTag endTag) {,116,136,[117]
Jsoup,78,Jsoup-78-buggy,org.jsoup.helper.DataUtil,org/jsoup/helper/DataUtil.java,"static Document parseInputStream(InputStream input, String charsetName, String baseUri, Parser parser) throws IOException  {",93,157,[]
Jsoup,79,Jsoup-79-buggy,org.jsoup.nodes.LeafNode,org/jsoup/nodes/LeafNode.java,protected List<Node> ensureChildNodes() {,93,95,[94]
Jsoup,8,Jsoup-8-buggy,org.jsoup.nodes.Node,org/jsoup/nodes/Node.java,protected void outerHtml(StringBuilder accum) {,362,364,[363]
Jsoup,80,Jsoup-80-buggy,org.jsoup.parser.XmlTreeBuilder,org/jsoup/parser/XmlTreeBuilder.java,void insert(Token.Comment commentToken) {,83,97,[]
Jsoup,81,Jsoup-81-buggy,org.jsoup.helper.DataUtil,org/jsoup/helper/DataUtil.java,"static Document parseInputStream(InputStream input, String charsetName, String baseUri, Parser parser) throws IOException  {",95,168,[]
Jsoup,82,Jsoup-82-buggy,org.jsoup.helper.DataUtil,org/jsoup/helper/DataUtil.java,"static Document parseInputStream(InputStream input, String charsetName, String baseUri, Parser parser) throws IOException  {",95,175,[]
Jsoup,83,Jsoup-83-buggy,org.jsoup.parser.CharacterReader,org/jsoup/parser/CharacterReader.java,String consumeTagName() {,244,260,[254]
Jsoup,83,Jsoup-83-buggy,org.jsoup.parser.TokeniserState,org/jsoup/parser/TokeniserState.java,"void read(Tokeniser t, CharacterReader r) {",143,176,[]
Jsoup,83,Jsoup-83-buggy,org.jsoup.parser.TokeniserState,org/jsoup/parser/TokeniserState.java,"void read(Tokeniser t, CharacterReader r) {",552,593,[581]
Jsoup,84,Jsoup-84-buggy,org.jsoup.helper.W3CDom,org/jsoup/helper/W3CDom.java,"public void head(org.jsoup.nodes.Node source, int depth) {",82,115,[91]
Jsoup,86,Jsoup-86-buggy,org.jsoup.nodes.Comment,org/jsoup/nodes/Comment.java,public XmlDeclaration asXmlDeclaration() {,74,84,[78]
Jsoup,87,Jsoup-87-buggy,org.jsoup.nodes.Element,org/jsoup/nodes/Element.java,public String tagName() {,131,133,[]
Jsoup,87,Jsoup-87-buggy,org.jsoup.parser.HtmlTreeBuilder,org/jsoup/parser/HtmlTreeBuilder.java,Element getFromStack(String elName) {,312,320,[315]
Jsoup,87,Jsoup-87-buggy,org.jsoup.parser.HtmlTreeBuilder,org/jsoup/parser/HtmlTreeBuilder.java,void popStackToClose(String elName) {,333,340,[337]
Jsoup,87,Jsoup-87-buggy,org.jsoup.parser.HtmlTreeBuilder,org/jsoup/parser/HtmlTreeBuilder.java,void popStackToClose(String... elNames) {,343,350,[347]
Jsoup,87,Jsoup-87-buggy,org.jsoup.parser.HtmlTreeBuilder,org/jsoup/parser/HtmlTreeBuilder.java,void popStackToBefore(String elName) {,352,361,[355]
Jsoup,87,Jsoup-87-buggy,org.jsoup.parser.HtmlTreeBuilder,org/jsoup/parser/HtmlTreeBuilder.java,private void clearStackToContext(String... nodeNames) {,375,383,[378]
Jsoup,87,Jsoup-87-buggy,org.jsoup.parser.HtmlTreeBuilder,org/jsoup/parser/HtmlTreeBuilder.java,void resetInsertionMode() {,412,459,[420]
Jsoup,87,Jsoup-87-buggy,org.jsoup.parser.HtmlTreeBuilder,org/jsoup/parser/HtmlTreeBuilder.java,"private boolean inSpecificScope(String[] targetNames, String[] baseTypes, String[] extraTypes) {",469,486,[476]
Jsoup,87,Jsoup-87-buggy,org.jsoup.parser.HtmlTreeBuilder,org/jsoup/parser/HtmlTreeBuilder.java,boolean inSelectScope(String targetName) {,514,525,[517]
Jsoup,87,Jsoup-87-buggy,org.jsoup.parser.HtmlTreeBuilder,org/jsoup/parser/HtmlTreeBuilder.java,void generateImpliedEndTags(String excludeTag) {,568,572,"[569, 570]"
Jsoup,87,Jsoup-87-buggy,org.jsoup.parser.HtmlTreeBuilder,org/jsoup/parser/HtmlTreeBuilder.java,boolean isSpecial(Element el) {,578,583,[581]
