project,bug_id,folder,class_entry,file,method_sig_snippet,buggy_method_start_line,buggy_method_end_line,changed_buggy_lines
Collections,4,Collections-4-buggy,org.apache.commons.collections.map.MultiValueMap,org/apache/commons/collections/map/MultiValueMap.java,"public boolean putAll(Object key, Collection values) {",306,323,"[313, 317, 319, 321]"
Collections,5,Collections-5-buggy,org.apache.commons.collections.list.SetUniqueList,org/apache/commons/collections/list/SetUniqueList.java,"public boolean addAll(int index, Collection coll) {",189,201,[195]
Collections,6,Collections-6-buggy,org.apache.commons.collections.map.Flat3Map,org/apache/commons/collections/map/Flat3Map.java,public Object remove(Object key) {,400,542,"[419, 430, 451, 486, 497, 518]"
Collections,7,Collections-7-buggy,org.apache.commons.collections.ExtendedProperties,org/apache/commons/collections/ExtendedProperties.java,public Object getProperty(String key) {,641,654,[643]
Collections,7,Collections-7-buggy,org.apache.commons.collections.ExtendedProperties,org/apache/commons/collections/ExtendedProperties.java,"private void addPropertyDirect(String key, Object value) {",704,710,[709]
Collections,7,Collections-7-buggy,org.apache.commons.collections.ExtendedProperties,org/apache/commons/collections/ExtendedProperties.java,"private void addPropertyInternal(String key, Object value) {",723,744,"[731, 742]"
Collections,7,Collections-7-buggy,org.apache.commons.collections.ExtendedProperties,org/apache/commons/collections/ExtendedProperties.java,public void clearProperty(String key) {,825,837,[835]
Collections,7,Collections-7-buggy,org.apache.commons.collections.ExtendedProperties,org/apache/commons/collections/ExtendedProperties.java,"public Vector getVector(String key, Vector defaultValue) {",1085,1106,[1094]
Collections,7,Collections-7-buggy,org.apache.commons.collections.ExtendedProperties,org/apache/commons/collections/ExtendedProperties.java,"public List getList(String key, List defaultValue) {",1137,1158,[1146]
Collections,7,Collections-7-buggy,org.apache.commons.collections.ExtendedProperties,org/apache/commons/collections/ExtendedProperties.java,"public Boolean getBoolean(String key, Boolean defaultValue) {",1202,1224,[1212]
Collections,7,Collections-7-buggy,org.apache.commons.collections.ExtendedProperties,org/apache/commons/collections/ExtendedProperties.java,"public Byte getByte(String key, Byte defaultValue) {",1298,1318,[1306]
Collections,7,Collections-7-buggy,org.apache.commons.collections.ExtendedProperties,org/apache/commons/collections/ExtendedProperties.java,"public Short getShort(String key, Short defaultValue) {",1368,1388,[1376]
Collections,7,Collections-7-buggy,org.apache.commons.collections.ExtendedProperties,org/apache/commons/collections/ExtendedProperties.java,"public Integer getInteger(String key, Integer defaultValue) {",1466,1486,[1474]
Collections,7,Collections-7-buggy,org.apache.commons.collections.ExtendedProperties,org/apache/commons/collections/ExtendedProperties.java,"public Long getLong(String key, Long defaultValue) {",1536,1556,[1544]
Collections,7,Collections-7-buggy,org.apache.commons.collections.ExtendedProperties,org/apache/commons/collections/ExtendedProperties.java,"public Float getFloat(String key, Float defaultValue) {",1606,1626,[1614]
Collections,7,Collections-7-buggy,org.apache.commons.collections.ExtendedProperties,org/apache/commons/collections/ExtendedProperties.java,"public Double getDouble(String key, Double defaultValue) {",1676,1696,[1684]
Collections,7,Collections-7-buggy,org.apache.commons.collections.ExtendedProperties,org/apache/commons/collections/ExtendedProperties.java,public static ExtendedProperties convertProperties(Properties props) {,1707,1716,[]
Collections,7,Collections-7-buggy,org.apache.commons.collections.ExtendedProperties,org/apache/commons/collections/ExtendedProperties.java,public void putAll(Map map) {,1734,1746,[]
Collections,8,Collections-8-buggy,org.apache.commons.collections.buffer.UnboundedFifoBuffer,org/apache/commons/collections/buffer/UnboundedFifoBuffer.java,private void writeObject(ObjectOutputStream out) throws IOException {,115,121,[]
Collections,8,Collections-8-buggy,org.apache.commons.collections.buffer.UnboundedFifoBuffer,org/apache/commons/collections/buffer/UnboundedFifoBuffer.java,"private void readObject(ObjectInputStream in) throws IOException, ClassNotFoundException {",130,139,[133]
Collections,9,Collections-9-buggy,org.apache.commons.collections.ExtendedProperties,org/apache/commons/collections/ExtendedProperties.java,public void combine(ExtendedProperties props) {,813,818,[816]
