project,bug_id,folder,class_entry,file,method_sig_snippet,buggy_method_start_line,buggy_method_end_line,changed_buggy_lines
Mockito,17,Mockito-17-buggy,org.mockito.internal.creation.MockSettingsImpl,org/mockito/internal/creation/MockSettingsImpl.java,public boolean isSerializable() {,73,75,[74]
Mockito,17,Mockito-17-buggy,org.mockito.internal.util.MockUtil,org/mockito/internal/util/MockUtil.java,"public <T> T createMock(Class<T> classToMock, MockSettingsImpl settings) {",33,56,[]
Mockito,18,Mockito-18-buggy,org.mockito.internal.stubbing.defaultanswers.ReturnsEmptyValues,org/mockito/internal/stubbing/defaultanswers/ReturnsEmptyValues.java,Object returnValueFor(Class<?> type) {,82,118,[]
Mockito,19,Mockito-19-buggy,org.mockito.internal.configuration.injection.filter.FinalMockCandidateFilter,org/mockito/internal/configuration/injection/filter/FinalMockCandidateFilter.java,"public OngoingInjecter filterCandidate(final Collection<Object> mocks, final Field field, final Object fieldInstance) {",23,47,[23]
Mockito,19,Mockito-19-buggy,org.mockito.internal.configuration.injection.filter.MockCandidateFilter,org/mockito/internal/configuration/injection/filter/MockCandidateFilter.java,"OngoingInjecter filterCandidate( Collection<Object> mocks, Field fieldToBeInjected, Object fieldInstance );",12,16,[15]
Mockito,19,Mockito-19-buggy,org.mockito.internal.configuration.injection.filter.NameBasedCandidateFilter,org/mockito/internal/configuration/injection/filter/NameBasedCandidateFilter.java,"public OngoingInjecter filterCandidate(Collection<Object> mocks, Field field, Object fieldInstance) {",22,44,"[23, 31, 43]"
Mockito,19,Mockito-19-buggy,org.mockito.internal.configuration.injection.filter.TypeBasedCandidateFilter,org/mockito/internal/configuration/injection/filter/TypeBasedCandidateFilter.java,"public OngoingInjecter filterCandidate(Collection<Object> mocks, Field field, Object fieldInstance) {",20,29,"[20, 28]"
Mockito,19,Mockito-19-buggy,org.mockito.internal.configuration.injection.PropertyAndSetterInjection,org/mockito/internal/configuration/injection/PropertyAndSetterInjection.java,"private boolean injectMockCandidatesOnFields(Set<Object> mocks, Object instance, boolean injectionOccurred, List<Field> orderedInstanceFields) {",111,122,[114]
Mockito,2,Mockito-2-buggy,org.mockito.internal.util.Timer,org/mockito/internal/util/Timer.java,public Timer(long durationMillis) {,9,11,[]
Mockito,2,Mockito-2-buggy,org.mockito.internal.util.Timer,org/mockito/internal/util/Timer.java,public void start() {,24,26,[]
Mockito,20,Mockito-20-buggy,org.mockito.internal.creation.bytebuddy.ByteBuddyMockMaker,org/mockito/internal/creation/bytebuddy/ByteBuddyMockMaker.java,"public <T> T createMock(MockCreationSettings<T> settings, MockHandler handler) {",24,53,"[34, 45]"
Mockito,21,Mockito-21-buggy,org.mockito.internal.creation.instance.ConstructorInstantiator,org/mockito/internal/creation/instance/ConstructorInstantiator.java,public <T> T newInstance(Class<T> cls) {,13,18,[17]
Mockito,21,Mockito-21-buggy,org.mockito.internal.creation.instance.ConstructorInstantiator,org/mockito/internal/creation/instance/ConstructorInstantiator.java,private <T> T withOuterClass(Class<T> cls) {,20,29,"[20, 24, 25]"
Mockito,21,Mockito-21-buggy,org.mockito.internal.creation.instance.ConstructorInstantiator,org/mockito/internal/creation/instance/ConstructorInstantiator.java,"private static <T> InstantationException paramsException(Class<T> cls, Exception e) {",31,34,[]
Mockito,22,Mockito-22-buggy,org.mockito.internal.matchers.Equality,org/mockito/internal/matchers/Equality.java,"public static boolean areEqual(Object o1, Object o2) {",12,20,[13]
Mockito,23,Mockito-23-buggy,org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs,org/mockito/internal/stubbing/defaultanswers/ReturnsDeepStubs.java,public Object answer(InvocationOnMock invocation) throws Throwable {,47,57,[]
Mockito,23,Mockito-23-buggy,org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs,org/mockito/internal/stubbing/defaultanswers/ReturnsDeepStubs.java,private MockSettings withSettingsUsing(GenericMetadataSupport returnTypeGenericMetadata) {,93,101,[]
Mockito,23,Mockito-23-buggy,org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs,org/mockito/internal/stubbing/defaultanswers/ReturnsDeepStubs.java,"private Object recordDeepStubMock(final Object mock, InvocationContainerImpl container) throws Throwable {",112,121,[114]
Mockito,24,Mockito-24-buggy,org.mockito.internal.stubbing.defaultanswers.ReturnsEmptyValues,org/mockito/internal/stubbing/defaultanswers/ReturnsEmptyValues.java,public Object answer(InvocationOnMock invocation) {,63,81,[76]
Mockito,25,Mockito-25-buggy,org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs,org/mockito/internal/stubbing/defaultanswers/ReturnsDeepStubs.java,public Object answer(InvocationOnMock invocation) throws Throwable {,44,54,[53]
Mockito,25,Mockito-25-buggy,org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs,org/mockito/internal/stubbing/defaultanswers/ReturnsDeepStubs.java,private Object getMock(InvocationOnMock invocation) throws Throwable {,56,69,"[56, 68]"
Mockito,25,Mockito-25-buggy,org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs,org/mockito/internal/stubbing/defaultanswers/ReturnsDeepStubs.java,"private Object recordDeepStubMock(InvocationOnMock invocation, InvocationContainerImpl container) {",81,92,"[81, 82, 83]"
Mockito,27,Mockito-27-buggy,org.mockito.internal.util.MockUtil,org/mockito/internal/util/MockUtil.java,public <T> void resetMock(T mock) {,62,67,"[64, 65]"
Mockito,28,Mockito-28-buggy,org.mockito.internal.configuration.DefaultInjectionEngine,org/mockito/internal/configuration/DefaultInjectionEngine.java,"private void injectMockCandidate(Class<?> awaitingInjectionClazz, Set<Object> mocks, Object fieldInstance) {",91,95,[93]
Mockito,29,Mockito-29-buggy,org.mockito.internal.matchers.Same,org/mockito/internal/matchers/Same.java,public void describeTo(Description description) {,26,32,[29]
Mockito,3,Mockito-3-buggy,org.mockito.internal.invocation.InvocationMatcher,org/mockito/internal/invocation/InvocationMatcher.java,public void captureArgumentsFrom(Invocation invocation) {,118,141,"[127, 128, 130]"
Mockito,30,Mockito-30-buggy,org.mockito.exceptions.Reporter,org/mockito/exceptions/Reporter.java,public void smartNullPointerException(Location location) {,438,446,[438]
Mockito,30,Mockito-30-buggy,org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNulls,org/mockito/internal/stubbing/defaultanswers/ReturnsSmartNulls.java,"public Object intercept(Object obj, Method method, Object[] args, MethodProxy proxy) throws Throwable {",51,58,[56]
Mockito,31,Mockito-31-buggy,org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNulls,org/mockito/internal/stubbing/defaultanswers/ReturnsSmartNulls.java,private String formatMethodCall() {,59,61,[60]
Mockito,32,Mockito-32-buggy,org.mockito.internal.configuration.SpyAnnotationEngine,org/mockito/internal/configuration/SpyAnnotationEngine.java,"public void process(Class<?> context, Object testClass) {",28,58,[49]
Mockito,33,Mockito-33-buggy,org.mockito.internal.invocation.InvocationMatcher,org/mockito/internal/invocation/InvocationMatcher.java,public boolean hasSameMethod(Invocation candidate) {,92,100,[99]
Mockito,34,Mockito-34-buggy,org.mockito.internal.invocation.InvocationMatcher,org/mockito/internal/invocation/InvocationMatcher.java,public void captureArgumentsFrom(Invocation i) {,103,111,[106]
Mockito,35,Mockito-35-buggy,org.mockito.Matchers,org/mockito/Matchers.java,public static <T> T isA(Class<T> clazz) {,361,363,[362]
Mockito,35,Mockito-35-buggy,org.mockito.Matchers,org/mockito/Matchers.java,public static <T> T eq(T value) {,478,480,[479]
Mockito,35,Mockito-35-buggy,org.mockito.Matchers,org/mockito/Matchers.java,public static <T> T same(T value) {,515,517,[516]
Mockito,36,Mockito-36-buggy,org.mockito.internal.invocation.Invocation,org/mockito/internal/invocation/Invocation.java,public Object callRealMethod() throws Throwable {,201,203,[]
Mockito,37,Mockito-37-buggy,org.mockito.internal.stubbing.answers.AnswersValidator,org/mockito/internal/stubbing/answers/AnswersValidator.java,"public void validate(Answer<?> answer, Invocation invocation) {",15,28,[]
Mockito,38,Mockito-38-buggy,org.mockito.internal.verification.argumentmatching.ArgumentMatchingTool,org/mockito/internal/verification/argumentmatching/ArgumentMatchingTool.java,"private boolean toStringEquals(Matcher m, Object arg) {",47,49,[48]
Mockito,4,Mockito-4-buggy,org.mockito.exceptions.Reporter,org/mockito/exceptions/Reporter.java,"public void noMoreInteractionsWanted(Invocation undesired, List<VerificationAwareInvocation> invocations) {",417,428,[424]
Mockito,4,Mockito-4-buggy,org.mockito.exceptions.Reporter,org/mockito/exceptions/Reporter.java,public void noMoreInteractionsWantedInOrder(Invocation undesired) {,430,437,[434]
Mockito,4,Mockito-4-buggy,org.mockito.exceptions.Reporter,org/mockito/exceptions/Reporter.java,private String exceptionCauseMessageIfAvailable(Exception details) {,676,678,[]
Mockito,5,Mockito-5-buggy,org.mockito.internal.verification.VerificationOverTimeImpl,org/mockito/internal/verification/VerificationOverTimeImpl.java,public void verify(VerificationData data) {,75,99,[91]
Mockito,6,Mockito-6-buggy,org.mockito.Matchers,org/mockito/Matchers.java,public static boolean anyBoolean() {,121,123,[122]
Mockito,6,Mockito-6-buggy,org.mockito.Matchers,org/mockito/Matchers.java,public static byte anyByte() {,136,138,[137]
Mockito,6,Mockito-6-buggy,org.mockito.Matchers,org/mockito/Matchers.java,public static char anyChar() {,151,153,[152]
Mockito,6,Mockito-6-buggy,org.mockito.Matchers,org/mockito/Matchers.java,public static int anyInt() {,166,168,[167]
Mockito,6,Mockito-6-buggy,org.mockito.Matchers,org/mockito/Matchers.java,public static long anyLong() {,181,183,[182]
Mockito,6,Mockito-6-buggy,org.mockito.Matchers,org/mockito/Matchers.java,public static float anyFloat() {,196,198,[197]
Mockito,6,Mockito-6-buggy,org.mockito.Matchers,org/mockito/Matchers.java,public static double anyDouble() {,211,213,[212]
Mockito,6,Mockito-6-buggy,org.mockito.Matchers,org/mockito/Matchers.java,public static short anyShort() {,226,228,[227]
Mockito,6,Mockito-6-buggy,org.mockito.Matchers,org/mockito/Matchers.java,public static <T> T anyObject() {,243,245,[244]
Mockito,6,Mockito-6-buggy,org.mockito.Matchers,org/mockito/Matchers.java,public static <T> T any(Class<T> clazz) {,291,293,[292]
Mockito,6,Mockito-6-buggy,org.mockito.Matchers,org/mockito/Matchers.java,public static <T> T any() {,308,310,[309]
Mockito,6,Mockito-6-buggy,org.mockito.Matchers,org/mockito/Matchers.java,public static String anyString() {,323,325,[324]
Mockito,6,Mockito-6-buggy,org.mockito.Matchers,org/mockito/Matchers.java,public static List anyList() {,338,340,[339]
Mockito,6,Mockito-6-buggy,org.mockito.Matchers,org/mockito/Matchers.java,public static <T> List<T> anyListOf(Class<T> clazz) {,357,359,[358]
Mockito,6,Mockito-6-buggy,org.mockito.Matchers,org/mockito/Matchers.java,public static Set anySet() {,372,374,[373]
Mockito,6,Mockito-6-buggy,org.mockito.Matchers,org/mockito/Matchers.java,public static <T> Set<T> anySetOf(Class<T> clazz) {,391,393,[392]
Mockito,6,Mockito-6-buggy,org.mockito.Matchers,org/mockito/Matchers.java,public static Map anyMap() {,406,408,[407]
Mockito,6,Mockito-6-buggy,org.mockito.Matchers,org/mockito/Matchers.java,"public static <K, V>  Map<K, V> anyMapOf(Class<K> keyClazz, Class<V> valueClazz) {",426,428,[427]
Mockito,6,Mockito-6-buggy,org.mockito.Matchers,org/mockito/Matchers.java,public static Collection anyCollection() {,441,443,[442]
Mockito,6,Mockito-6-buggy,org.mockito.Matchers,org/mockito/Matchers.java,public static <T> Collection<T> anyCollectionOf(Class<T> clazz) {,460,462,[461]
Mockito,7,Mockito-7-buggy,org.mockito.internal.util.reflection.GenericMetadataSupport,org/mockito/internal/util/reflection/GenericMetadataSupport.java,private void readTypeVariables() {,375,380,[]
Mockito,8,Mockito-8-buggy,org.mockito.internal.util.reflection.GenericMetadataSupport,org/mockito/internal/util/reflection/GenericMetadataSupport.java,protected void registerTypeVariablesOn(Type classType) {,66,84,[79]
Mockito,9,Mockito-9-buggy,org.mockito.internal.stubbing.answers.CallsRealMethods,org/mockito/internal/stubbing/answers/CallsRealMethods.java,public Object answer(InvocationOnMock invocation) throws Throwable {,35,37,[]
