model,project,bug_id,status
DeepSeek,Closure,88,pass
DeepSeek,Closure,89,not pass
DeepSeek,Closure,90,not compilable
DeepSeek,Closure,91,not pass
DeepSeek,Closure,92,not pass
DeepSeek,Closure,94,not pass
DeepSeek,Closure,95,not compilable
DeepSeek,Closure,96,not compilable
DeepSeek,Closure,97,pass
DeepSeek,Closure,98,not pass
DeepSeek,Closure,99,not pass
DeepSeek,Closure,100,not pass
DeepSeek,Closure,101,not compilable
DeepSeek,Closure,102,not compilable
DeepSeek,Closure,103,not pass
DeepSeek,Closure,104,not compilable
DeepSeek,Closure,105,not pass
DeepSeek,Closure,106,not pass
DeepSeek,Closure,107,not pass
DeepSeek,Closure,108,not pass
DeepSeek,Closure,109,pass
DeepSeek,Closure,110,not compilable
DeepSeek,Closure,111,not pass
DeepSeek,Closure,112,not pass
DeepSeek,Closure,113,not pass
DeepSeek,Closure,114,not pass
DeepSeek,Closure,115,not pass
DeepSeek,Closure,116,not pass
DeepSeek,Closure,117,not pass
DeepSeek,Closure,118,not pass
DeepSeek,Closure,119,not pass
DeepSeek,Closure,120,not pass
DeepSeek,Closure,121,not pass
DeepSeek,Closure,122,pass
DeepSeek,Closure,123,pass
DeepSeek,Closure,124,pass
DeepSeek,Closure,125,pass
DeepSeek,Closure,126,not compilable
DeepSeek,Closure,127,not pass
DeepSeek,Closure,128,pass
DeepSeek,Closure,129,pass
DeepSeek,Closure,130,not pass
DeepSeek,Closure,131,pass
DeepSeek,Closure,132,not pass
DeepSeek,Closure,133,not pass
DeepSeek,Closure,134,not compilable
DeepSeek,Closure,135,not pass
DeepSeek,Closure,136,not pass
DeepSeek,Closure,137,not compilable
DeepSeek,Closure,138,not pass
DeepSeek,Closure,139,not pass
DeepSeek,Closure,140,not pass
DeepSeek,Closure,141,not pass
DeepSeek,Closure,142,not compilable
DeepSeek,Closure,143,not pass
DeepSeek,Closure,144,not pass
DeepSeek,Closure,145,not pass
DeepSeek,Closure,146,not pass
DeepSeek,Closure,147,not pass
DeepSeek,Closure,148,not pass
DeepSeek,Closure,149,not compilable
DeepSeek,Closure,151,not compilable
DeepSeek,Closure,152,not pass
DeepSeek,Closure,153,not pass
DeepSeek,Closure,154,not compilable
DeepSeek,Closure,155,not pass
DeepSeek,Closure,156,not pass
DeepSeek,Closure,157,not pass
DeepSeek,Closure,158,not pass
DeepSeek,Closure,159,not pass
DeepSeek,Closure,160,not pass
DeepSeek,Closure,161,not pass
DeepSeek,Closure,162,not pass
DeepSeek,Closure,163,not pass
DeepSeek,Closure,164,pass
DeepSeek,Closure,165,not compilable
DeepSeek,Closure,166,not compilable
DeepSeek,Closure,167,not pass
DeepSeek,Closure,169,not pass
DeepSeek,Closure,170,not compilable
DeepSeek,Closure,171,not pass
DeepSeek,Closure,172,not pass
DeepSeek,Closure,173,not pass
DeepSeek,Closure,174,not pass
DeepSeek,Closure,175,not pass
DeepSeek,Closure,176,not pass
