project,bug_id,folder,error
Jacksondatabind,45,JacksonDatabind-45-buggy_ind3,Not Compilable: test suite failed to compile
Jacksondatabind,49,JacksonDatabind-49-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,49,JacksonDatabind-49-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,50,JacksonDatabind-50-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,53,JacksonDatabind-53-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,53,JacksonDatabind-53-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,54,JacksonDatabind-54-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,54,JacksonDatabind-54-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,66,JacksonDatabind-66-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,66,JacksonDatabind-66-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,67,JacksonDatabind-67-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,69,JacksonDatabind-69-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,69,JacksonDatabind-69-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,70,JacksonDatabind-70-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,70,JacksonDatabind-70-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,75,JacksonDatabind-75-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,76,JacksonDatabind-76-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,76,JacksonDatabind-76-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,77,JacksonDatabind-77-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,77,JacksonDatabind-77-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,79,JacksonDatabind-79-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,79,JacksonDatabind-79-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,81,JacksonDatabind-81-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,81,JacksonDatabind-81-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,82,JacksonDatabind-82-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,82,JacksonDatabind-82-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,88,JacksonDatabind-88-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,88,JacksonDatabind-88-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,88,JacksonDatabind-88-buggy_ind3,Not Compilable: test suite failed to compile
Jacksondatabind,91,JacksonDatabind-91-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,91,JacksonDatabind-91-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,94,JacksonDatabind-94-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,94,JacksonDatabind-94-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,94,JacksonDatabind-94-buggy_ind3,Not Compilable: test suite failed to compile
Jacksondatabind,96,JacksonDatabind-96-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,96,JacksonDatabind-96-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,97,JacksonDatabind-97-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,97,JacksonDatabind-97-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,97,JacksonDatabind-97-buggy_ind3,Not Compilable: test suite failed to compile
Jacksondatabind,98,JacksonDatabind-98-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,98,JacksonDatabind-98-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,1,JacksonDatabind-1-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,1,JacksonDatabind-1-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,1,JacksonDatabind-1-buggy_ind3,Not Compilable: test suite failed to compile
Jacksondatabind,100,JacksonDatabind-100-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,100,JacksonDatabind-100-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,100,JacksonDatabind-100-buggy_ind3,Not Compilable: test suite failed to compile
Jacksondatabind,102,JacksonDatabind-102-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,107,JacksonDatabind-107-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,109,JacksonDatabind-109-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,109,JacksonDatabind-109-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,11,JacksonDatabind-11-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,11,JacksonDatabind-11-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,110,JacksonDatabind-110-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,110,JacksonDatabind-110-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,112,JacksonDatabind-112-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,112,JacksonDatabind-112-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,14,JacksonDatabind-14-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,15,JacksonDatabind-15-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,15,JacksonDatabind-15-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,18,JacksonDatabind-18-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,18,JacksonDatabind-18-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,19,JacksonDatabind-19-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,19,JacksonDatabind-19-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,19,JacksonDatabind-19-buggy_ind3,Not Compilable: test suite failed to compile
Jacksondatabind,22,JacksonDatabind-22-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,22,JacksonDatabind-22-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,25,JacksonDatabind-25-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,28,JacksonDatabind-28-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,30,JacksonDatabind-30-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,30,JacksonDatabind-30-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,34,JacksonDatabind-34-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,34,JacksonDatabind-34-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,37,JacksonDatabind-37-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,37,JacksonDatabind-37-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,39,JacksonDatabind-39-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,39,JacksonDatabind-39-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,43,JacksonDatabind-43-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,45,JacksonDatabind-45-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,45,JacksonDatabind-45-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,45,JacksonDatabind-45-buggy_ind3,Not Compilable: test suite failed to compile
Jacksondatabind,49,JacksonDatabind-49-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,49,JacksonDatabind-49-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,50,JacksonDatabind-50-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,53,JacksonDatabind-53-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,53,JacksonDatabind-53-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,54,JacksonDatabind-54-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,54,JacksonDatabind-54-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,66,JacksonDatabind-66-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,66,JacksonDatabind-66-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,67,JacksonDatabind-67-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,69,JacksonDatabind-69-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,69,JacksonDatabind-69-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,70,JacksonDatabind-70-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,70,JacksonDatabind-70-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,75,JacksonDatabind-75-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,76,JacksonDatabind-76-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,76,JacksonDatabind-76-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,77,JacksonDatabind-77-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,77,JacksonDatabind-77-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,79,JacksonDatabind-79-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,79,JacksonDatabind-79-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,81,JacksonDatabind-81-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,81,JacksonDatabind-81-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,82,JacksonDatabind-82-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,82,JacksonDatabind-82-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,88,JacksonDatabind-88-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,88,JacksonDatabind-88-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,88,JacksonDatabind-88-buggy_ind3,Not Compilable: test suite failed to compile
Jacksondatabind,91,JacksonDatabind-91-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,91,JacksonDatabind-91-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,94,JacksonDatabind-94-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,94,JacksonDatabind-94-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,94,JacksonDatabind-94-buggy_ind3,Not Compilable: test suite failed to compile
Jacksondatabind,96,JacksonDatabind-96-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,96,JacksonDatabind-96-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,97,JacksonDatabind-97-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,97,JacksonDatabind-97-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,97,JacksonDatabind-97-buggy_ind3,Not Compilable: test suite failed to compile
Jacksondatabind,98,JacksonDatabind-98-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,98,JacksonDatabind-98-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,1,JacksonDatabind-1-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,1,JacksonDatabind-1-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,1,JacksonDatabind-1-buggy_ind3,Not Compilable: test suite failed to compile
Jacksondatabind,100,JacksonDatabind-100-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,100,JacksonDatabind-100-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,100,JacksonDatabind-100-buggy_ind3,Not Compilable: test suite failed to compile
Jacksondatabind,102,JacksonDatabind-102-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,107,JacksonDatabind-107-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,109,JacksonDatabind-109-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,109,JacksonDatabind-109-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,11,JacksonDatabind-11-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,11,JacksonDatabind-11-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,110,JacksonDatabind-110-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,110,JacksonDatabind-110-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,112,JacksonDatabind-112-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,112,JacksonDatabind-112-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,14,JacksonDatabind-14-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,15,JacksonDatabind-15-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,15,JacksonDatabind-15-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,18,JacksonDatabind-18-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,18,JacksonDatabind-18-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,19,JacksonDatabind-19-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,19,JacksonDatabind-19-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,19,JacksonDatabind-19-buggy_ind3,Not Compilable: test suite failed to compile
Jacksondatabind,22,JacksonDatabind-22-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,22,JacksonDatabind-22-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,25,JacksonDatabind-25-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,28,JacksonDatabind-28-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,30,JacksonDatabind-30-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,30,JacksonDatabind-30-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,34,JacksonDatabind-34-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,34,JacksonDatabind-34-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,37,JacksonDatabind-37-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,37,JacksonDatabind-37-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,39,JacksonDatabind-39-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,39,JacksonDatabind-39-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,43,JacksonDatabind-43-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,45,JacksonDatabind-45-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,45,JacksonDatabind-45-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,45,JacksonDatabind-45-buggy_ind3,Not Compilable: test suite failed to compile
Jacksondatabind,49,JacksonDatabind-49-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,49,JacksonDatabind-49-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,50,JacksonDatabind-50-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,53,JacksonDatabind-53-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,53,JacksonDatabind-53-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,54,JacksonDatabind-54-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,54,JacksonDatabind-54-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,66,JacksonDatabind-66-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,66,JacksonDatabind-66-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,67,JacksonDatabind-67-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,69,JacksonDatabind-69-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,69,JacksonDatabind-69-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,70,JacksonDatabind-70-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,70,JacksonDatabind-70-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,75,JacksonDatabind-75-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,76,JacksonDatabind-76-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,76,JacksonDatabind-76-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,77,JacksonDatabind-77-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,77,JacksonDatabind-77-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,79,JacksonDatabind-79-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,79,JacksonDatabind-79-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,81,JacksonDatabind-81-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,81,JacksonDatabind-81-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,82,JacksonDatabind-82-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,82,JacksonDatabind-82-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,88,JacksonDatabind-88-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,88,JacksonDatabind-88-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,88,JacksonDatabind-88-buggy_ind3,Not Compilable: test suite failed to compile
Jacksondatabind,91,JacksonDatabind-91-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,91,JacksonDatabind-91-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,94,JacksonDatabind-94-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,94,JacksonDatabind-94-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,94,JacksonDatabind-94-buggy_ind3,Not Compilable: test suite failed to compile
Jacksondatabind,96,JacksonDatabind-96-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,96,JacksonDatabind-96-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,97,JacksonDatabind-97-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,97,JacksonDatabind-97-buggy_ind2,Not Compilable: test suite failed to compile
Jacksondatabind,97,JacksonDatabind-97-buggy_ind3,Not Compilable: test suite failed to compile
Jacksondatabind,98,JacksonDatabind-98-buggy_ind1,Not Compilable: test suite failed to compile
Jacksondatabind,98,JacksonDatabind-98-buggy_ind2,Not Compilable: test suite failed to compile
Time,14,Time-14-buggy_ind1,Not Compilable: test suite failed to compile
Time,14,Time-14-buggy_ind3,Not Compilable: test suite failed to compile
Time,24,Time-24-buggy_ind2,Not Compilable: test suite failed to compile
Time,26,Time-26-buggy_ind2,Not Compilable: test suite failed to compile
Time,27,Time-27-buggy_ind1,Not Compilable: test suite failed to compile
Time,27,Time-27-buggy_ind2,Not Compilable: test suite failed to compile
Time,3,Time-3-buggy_ind2,Not Compilable: test suite failed to compile
Time,3,Time-3-buggy_ind3,Not Compilable: test suite failed to compile
Time,3,Time-3-buggy_ind4,Not Compilable: test suite failed to compile
Time,5,Time-5-buggy_ind1,Not Compilable: test suite failed to compile
Mockito,1,Mockito-1-buggy_ind1,Not Compilable: test suite failed to compile
Mockito,1,Mockito-1-buggy_ind2,Not Compilable: test suite failed to compile
Mockito,10,Mockito-10-buggy_ind1,Not Compilable: test suite failed to compile
Mockito,10,Mockito-10-buggy_ind2,Not Compilable: test suite failed to compile
Mockito,11,Mockito-11-buggy_ind1,Not Compilable: test suite failed to compile
Mockito,11,Mockito-11-buggy_ind2,Not Compilable: test suite failed to compile
Mockito,11,Mockito-11-buggy_ind3,Not Compilable: test suite failed to compile
Mockito,11,Mockito-11-buggy_ind4,Not Compilable: test suite failed to compile
Mockito,12,Mockito-12-buggy_ind1,Not Compilable: test suite failed to compile
Mockito,12,Mockito-12-buggy_ind2,Not Compilable: test suite failed to compile
Mockito,12,Mockito-12-buggy_ind3,Not Compilable: test suite failed to compile
Mockito,13,Mockito-13-buggy_ind1,Not Compilable: test suite failed to compile
Mockito,13,Mockito-13-buggy_ind2,Not Compilable: test suite failed to compile
Mockito,14,Mockito-14-buggy_ind1,Not Compilable: test suite failed to compile
Mockito,14,Mockito-14-buggy_ind2,Not Compilable: test suite failed to compile
Mockito,15,Mockito-15-buggy_ind1,Not Compilable: test suite failed to compile
Mockito,15,Mockito-15-buggy_ind2,Not Compilable: test suite failed to compile
Mockito,15,Mockito-15-buggy_ind3,Not Compilable: test suite failed to compile
Mockito,16,Mockito-16-buggy_ind1,Not Compilable: test suite failed to compile
Mockito,16,Mockito-16-buggy_ind2,Not Compilable: test suite failed to compile
Mockito,16,Mockito-16-buggy_ind3,Not Compilable: test suite failed to compile
Mockito,17,Mockito-17-buggy_ind1,Not Compilable: test suite failed to compile
Mockito,17,Mockito-17-buggy_ind2,Not Compilable: test suite failed to compile
Mockito,17,Mockito-17-buggy_ind3,Not Compilable: test suite failed to compile
Mockito,18,Mockito-18-buggy_ind1,Not Compilable: test suite failed to compile
Mockito,18,Mockito-18-buggy_ind2,Not Compilable: test suite failed to compile
Mockito,18,Mockito-18-buggy_ind3,Not Compilable: test suite failed to compile
Mockito,19,Mockito-19-buggy_ind1,Not Compilable: test suite failed to compile
Mockito,19,Mockito-19-buggy_ind2,Not Compilable: test suite failed to compile
Mockito,19,Mockito-19-buggy_ind3,Not Compilable: test suite failed to compile
Mockito,2,Mockito-2-buggy_ind1,Not Compilable: test suite failed to compile
Mockito,2,Mockito-2-buggy_ind2,Not Compilable: test suite failed to compile
Mockito,2,Mockito-2-buggy_ind3,Not Compilable: test suite failed to compile
Mockito,20,Mockito-20-buggy_ind1,Not Compilable: test suite failed to compile
Mockito,20,Mockito-20-buggy_ind2,Not Compilable: test suite failed to compile
Mockito,21,Mockito-21-buggy_ind1,Not Compilable: test suite failed to compile
Mockito,21,Mockito-21-buggy_ind2,Not Compilable: test suite failed to compile
Mockito,22,Mockito-22-buggy_ind1,Not Compilable: test suite failed to compile
Mockito,22,Mockito-22-buggy_ind2,Not Compilable: test suite failed to compile
Mockito,23,Mockito-23-buggy_ind1,Not Compilable: test suite failed to compile
Mockito,23,Mockito-23-buggy_ind2,Not Compilable: test suite failed to compile
Mockito,24,Mockito-24-buggy_ind1,Not Compilable: test suite failed to compile
Mockito,24,Mockito-24-buggy_ind2,Not Compilable: test suite failed to compile
Mockito,25,Mockito-25-buggy_ind1,Not Compilable: test suite failed to compile
Mockito,25,Mockito-25-buggy_ind2,Not Compilable: test suite failed to compile
Mockito,27,Mockito-27-buggy_ind1,Not Compilable: test suite failed to compile
Mockito,27,Mockito-27-buggy_ind2,Not Compilable: test suite failed to compile
Mockito,27,Mockito-27-buggy_ind3,Not Compilable: test suite failed to compile
Mockito,28,Mockito-28-buggy_ind1,Not Compilable: test suite failed to compile
Mockito,28,Mockito-28-buggy_ind2,Not Compilable: test suite failed to compile
Mockito,3,Mockito-3-buggy_ind1,Not Compilable: test suite failed to compile
Mockito,3,Mockito-3-buggy_ind2,Not Compilable: test suite failed to compile
Mockito,32,Mockito-32-buggy_ind1,Not Compilable: test suite failed to compile
Mockito,32,Mockito-32-buggy_ind2,Not Compilable: test suite failed to compile
Mockito,34,Mockito-34-buggy_ind1,Not Compilable: test suite failed to compile
Mockito,34,Mockito-34-buggy_ind2,Not Compilable: test suite failed to compile
Mockito,35,Mockito-35-buggy_ind1,Not Compilable: test suite failed to compile
Mockito,35,Mockito-35-buggy_ind2,Not Compilable: test suite failed to compile
Mockito,35,Mockito-35-buggy_ind3,Not Compilable: test suite failed to compile
Mockito,36,Mockito-36-buggy_ind1,Not Compilable: test suite failed to compile
Mockito,4,Mockito-4-buggy_ind1,Not Compilable: test suite failed to compile
Mockito,4,Mockito-4-buggy_ind2,Not Compilable: test suite failed to compile
Mockito,4,Mockito-4-buggy_ind3,Not Compilable: test suite failed to compile
Mockito,6,Mockito-6-buggy_ind1,Not Compilable: test suite failed to compile
Mockito,6,Mockito-6-buggy_ind2,Not Compilable: test suite failed to compile
Mockito,6,Mockito-6-buggy_ind3,Not Compilable: test suite failed to compile
Mockito,6,Mockito-6-buggy_ind4,Not Compilable: test suite failed to compile
Mockito,6,Mockito-6-buggy_ind5,Not Compilable: test suite failed to compile
