project,bug_id,folder,error
Closure,165,Closure-165-buggy,Not Compilable: test suite failed to compile
Closure,170,Closure-170-buggy,Not Compilable: test suite failed to compile
Closure,172,Closure-172-buggy,Not Compilable: test suite failed to compile
Closure,176,Closure-176-buggy,Not Compilable: test suite failed to compile
Chart,2,Chart-2-buggy,Not Compilable: test suite failed to compile
Chart,4,Chart-4-buggy,Not Compilable: test suite failed to compile
Closure,3,Closure-3-buggy,Not Compilable: test suite failed to compile
Closure,9,Closure-9-buggy,Not Compilable: test suite failed to compile
Closure,10,Closure-10-buggy,Not Compilable: test suite failed to compile
Closure,15,Closure-15-buggy,Not Compilable: test suite failed to compile
Closure,16,Closure-16-buggy,Not Compilable: test suite failed to compile
Closure,20,Closure-20-buggy,Not Compilable: test suite failed to compile
Closure,21,Closure-21-buggy,Not Compilable: test suite failed to compile
Closure,22,Closure-22-buggy,Not Compilable: test suite failed to compile
Closure,23,Closure-23-buggy,Not Compilable: test suite failed to compile
Closure,28,Closure-28-buggy,Not Compilable: test suite failed to compile
Closure,40,Closure-40-buggy,Not Compilable: test suite failed to compile
Closure,41,Closure-41-buggy,Not Compilable: test suite failed to compile
Closure,47,Closure-47-buggy,Not Compilable: test suite failed to compile
Closure,50,Closure-50-buggy,Not Compilable: test suite failed to compile
Closure,52,Closure-52-buggy,Not Compilable: test suite failed to compile
Closure,57,Closure-57-buggy,Not Compilable: test suite failed to compile
Closure,61,Closure-61-buggy,Not Compilable: test suite failed to compile
Closure,70,Closure-70-buggy,Not Compilable: test suite failed to compile
Closure,73,Closure-73-buggy,Not Compilable: test suite failed to compile
Closure,74,Closure-74-buggy,Not Compilable: test suite failed to compile
Closure,76,Closure-76-buggy,Not Compilable: test suite failed to compile
Closure,85,Closure-85-buggy,Not Compilable: test suite failed to compile
Closure,87,Closure-87-buggy,Not Compilable: test suite failed to compile
Closure,88,Closure-88-buggy,Not Compilable: test suite failed to compile
Closure,90,Closure-90-buggy,Not Compilable: test suite failed to compile
Closure,97,Closure-97-buggy,Not Compilable: test suite failed to compile
Closure,99,Closure-99-buggy,Not Compilable: test suite failed to compile
Closure,105,Closure-105-buggy,Not Compilable: test suite failed to compile
Closure,111,Closure-111-buggy,Not Compilable: test suite failed to compile
Closure,121,Closure-121-buggy,Not Compilable: test suite failed to compile
Closure,123,Closure-123-buggy,Not Compilable: test suite failed to compile
Closure,126,Closure-126-buggy,Not Compilable: test suite failed to compile
Closure,131,Closure-131-buggy,Not Compilable: test suite failed to compile
Closure,137,Closure-137-buggy,Not Compilable: test suite failed to compile
Closure,139,Closure-139-buggy,Not Compilable: test suite failed to compile
Closure,145,Closure-145-buggy,Not Compilable: test suite failed to compile
Closure,153,Closure-153-buggy,Not Compilable: test suite failed to compile
Closure,157,Closure-157-buggy,Not Compilable: test suite failed to compile
Closure,160,Closure-160-buggy,Not Compilable: test suite failed to compile
Closure,161,Closure-161-buggy,Not Compilable: test suite failed to compile
Closure,165,Closure-165-buggy,Not Compilable: test suite failed to compile
Closure,170,Closure-170-buggy,Not Compilable: test suite failed to compile
Closure,172,Closure-172-buggy,Not Compilable: test suite failed to compile
Closure,176,Closure-176-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,1,JacksonDatabind-1-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,2,JacksonDatabind-2-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,4,JacksonDatabind-4-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,5,JacksonDatabind-5-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,6,JacksonDatabind-6-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,7,JacksonDatabind-7-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,9,JacksonDatabind-9-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,10,JacksonDatabind-10-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,11,JacksonDatabind-11-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,13,JacksonDatabind-13-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,14,JacksonDatabind-14-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,15,JacksonDatabind-15-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,16,JacksonDatabind-16-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,17,JacksonDatabind-17-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,18,JacksonDatabind-18-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,23,JacksonDatabind-23-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,24,JacksonDatabind-24-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,30,JacksonDatabind-30-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,31,JacksonDatabind-31-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,32,JacksonDatabind-32-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,33,JacksonDatabind-33-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,36,JacksonDatabind-36-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,39,JacksonDatabind-39-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,41,JacksonDatabind-41-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,43,JacksonDatabind-43-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,45,JacksonDatabind-45-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,47,JacksonDatabind-47-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,48,JacksonDatabind-48-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,54,JacksonDatabind-54-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,55,JacksonDatabind-55-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,56,JacksonDatabind-56-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,57,JacksonDatabind-57-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,58,JacksonDatabind-58-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,61,JacksonDatabind-61-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,62,JacksonDatabind-62-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,63,JacksonDatabind-63-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,64,JacksonDatabind-64-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,66,JacksonDatabind-66-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,67,JacksonDatabind-67-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,68,JacksonDatabind-68-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,71,JacksonDatabind-71-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,73,JacksonDatabind-73-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,74,JacksonDatabind-74-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,76,JacksonDatabind-76-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,80,JacksonDatabind-80-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,81,JacksonDatabind-81-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,82,JacksonDatabind-82-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,84,JacksonDatabind-84-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,85,JacksonDatabind-85-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,86,JacksonDatabind-86-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,87,JacksonDatabind-87-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,94,JacksonDatabind-94-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,95,JacksonDatabind-95-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,97,JacksonDatabind-97-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,98,JacksonDatabind-98-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,99,JacksonDatabind-99-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,101,JacksonDatabind-101-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,102,JacksonDatabind-102-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,104,JacksonDatabind-104-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,105,JacksonDatabind-105-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,106,JacksonDatabind-106-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,108,JacksonDatabind-108-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,109,JacksonDatabind-109-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,110,JacksonDatabind-110-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,1,JacksonDatabind-1-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,4,JacksonDatabind-4-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,5,JacksonDatabind-5-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,10,JacksonDatabind-10-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,13,JacksonDatabind-13-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,14,JacksonDatabind-14-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,23,JacksonDatabind-23-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,30,JacksonDatabind-30-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,32,JacksonDatabind-32-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,56,JacksonDatabind-56-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,62,JacksonDatabind-62-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,68,JacksonDatabind-68-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,76,JacksonDatabind-76-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,94,JacksonDatabind-94-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,95,JacksonDatabind-95-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,98,JacksonDatabind-98-buggy,Not Compilable: test suite failed to compile
Cli,11,Cli-11-buggy,Not Compilable: test suite failed to compile
Math,17,Math-17-buggy,Not Compilable: test suite failed to compile
Math,37,Math-37-buggy,Not Compilable: test suite failed to compile
Math,45,Math-45-buggy,Not Compilable: test suite failed to compile
Math,48,Math-48-buggy,Not Compilable: test suite failed to compile
Math,54,Math-54-buggy,Not Compilable: test suite failed to compile
Math,70,Math-70-buggy,Not Compilable: test suite failed to compile
Math,74,Math-74-buggy,Not Compilable: test suite failed to compile
Math,79,Math-79-buggy,Not Compilable: test suite failed to compile
Math,85,Math-85-buggy,Not Compilable: test suite failed to compile
Math,86,Math-86-buggy,Not Compilable: test suite failed to compile
Math,91,Math-91-buggy,Not Compilable: test suite failed to compile
Math,94,Math-94-buggy,Not Compilable: test suite failed to compile
Math,102,Math-102-buggy,Not Compilable: test suite failed to compile
Math,103,Math-103-buggy,Not Compilable: test suite failed to compile
Chart,2,Chart-2-buggy,Not Compilable: test suite failed to compile
Chart,4,Chart-4-buggy,Not Compilable: test suite failed to compile
Cli,11,Cli-11-buggy,Not Compilable: test suite failed to compile
Jsoup,10,Jsoup-10-buggy,Not Compilable: test suite failed to compile
Jsoup,29,Jsoup-29-buggy,Not Compilable: test suite failed to compile
Jsoup,32,Jsoup-32-buggy,Not Compilable: test suite failed to compile
Jsoup,37,Jsoup-37-buggy,Not Compilable: test suite failed to compile
Jsoup,41,Jsoup-41-buggy,Not Compilable: test suite failed to compile
Jsoup,43,Jsoup-43-buggy,Not Compilable: test suite failed to compile
Jsoup,44,Jsoup-44-buggy,Not Compilable: test suite failed to compile
Jsoup,50,Jsoup-50-buggy,Not Compilable: test suite failed to compile
Jsoup,73,Jsoup-73-buggy,Not Compilable: test suite failed to compile
Jsoup,84,Jsoup-84-buggy,Not Compilable: test suite failed to compile
Lang,1,Lang-1-buggy,Not Compilable: test suite failed to compile
Lang,12,Lang-12-buggy,Not Compilable: test suite failed to compile
Lang,20,Lang-20-buggy,Not Compilable: test suite failed to compile
Lang,21,Lang-21-buggy,Not Compilable: test suite failed to compile
Lang,27,Lang-27-buggy,Not Compilable: test suite failed to compile
Lang,28,Lang-28-buggy,Not Compilable: test suite failed to compile
Lang,31,Lang-31-buggy,Not Compilable: test suite failed to compile
Lang,39,Lang-39-buggy,Not Compilable: test suite failed to compile
Lang,41,Lang-41-buggy,Not Compilable: test suite failed to compile
Lang,45,Lang-45-buggy,Not Compilable: test suite failed to compile
Lang,47,Lang-47-buggy,Not Compilable: test suite failed to compile
Lang,49,Lang-49-buggy,Not Compilable: test suite failed to compile
Lang,51,Lang-51-buggy,Not Compilable: test suite failed to compile
Time,26,Time-26-buggy,Not Compilable: test suite failed to compile
Mockito,14,Mockito-14-buggy,Not Compilable: test suite failed to compile
Mockito,23,Mockito-23-buggy,Not Compilable: test suite failed to compile
Mockito,24,Mockito-24-buggy,Not Compilable: test suite failed to compile
Mockito,27,Mockito-27-buggy,Not Compilable: test suite failed to compile
Mockito,32,Mockito-32-buggy,Not Compilable: test suite failed to compile
Mockito,33,Mockito-33-buggy,Not Compilable: test suite failed to compile
Mockito,35,Mockito-35-buggy,Not Compilable: test suite failed to compile
Jxpath,6,JxPath-6-buggy,Not Compilable: test suite failed to compile
Jxpath,7,JxPath-7-buggy,Not Compilable: test suite failed to compile
Jxpath,8,JxPath-8-buggy,Not Compilable: test suite failed to compile
Jxpath,14,JxPath-14-buggy,Not Compilable: test suite failed to compile
Jxpath,15,JxPath-15-buggy,Not Compilable: test suite failed to compile
Jxpath,16,JxPath-16-buggy,Not Compilable: test suite failed to compile
Jacksoncore,4,JacksonCore-4-buggy,Not Compilable: test suite failed to compile
Jacksoncore,6,JacksonCore-6-buggy,Not Compilable: test suite failed to compile
Jacksoncore,11,JacksonCore-11-buggy,Not Compilable: test suite failed to compile
Gson,6,Gson-6-buggy,Not Compilable: test suite failed to compile
Csv,7,Csv-7-buggy,Not Compilable: test suite failed to compile
Compress,6,Compress-6-buggy,Not Compilable: test suite failed to compile
Compress,7,Compress-7-buggy,Not Compilable: test suite failed to compile
Compress,13,Compress-13-buggy,Not Compilable: test suite failed to compile
Compress,20,Compress-20-buggy,Not Compilable: test suite failed to compile
Compress,25,Compress-25-buggy,Not Compilable: test suite failed to compile
Compress,28,Compress-28-buggy,Not Compilable: test suite failed to compile
Compress,35,Compress-35-buggy,Not Compilable: test suite failed to compile
Compress,38,Compress-38-buggy,Not Compilable: test suite failed to compile
Compress,41,Compress-41-buggy,Not Compilable: test suite failed to compile
Collections,11,Collections-11-buggy,Not Compilable: test suite failed to compile
Collections,24,Collections-24-buggy,Not Compilable: test suite failed to compile
Collections,28,Collections-28-buggy,Not Compilable: test suite failed to compile
Codec,10,Codec-10-buggy,Not Compilable: test suite failed to compile
Codec,12,Codec-12-buggy,Not Compilable: test suite failed to compile
Chart,2,Chart-2-buggy,Not Compilable: test suite failed to compile
Chart,4,Chart-4-buggy,Not Compilable: test suite failed to compile
Closure,3,Closure-3-buggy,Not Compilable: test suite failed to compile
Closure,9,Closure-9-buggy,Not Compilable: test suite failed to compile
Closure,10,Closure-10-buggy,Not Compilable: test suite failed to compile
Closure,15,Closure-15-buggy,Not Compilable: test suite failed to compile
Closure,16,Closure-16-buggy,Not Compilable: test suite failed to compile
Closure,20,Closure-20-buggy,Not Compilable: test suite failed to compile
Closure,21,Closure-21-buggy,Not Compilable: test suite failed to compile
Closure,22,Closure-22-buggy,Not Compilable: test suite failed to compile
Closure,23,Closure-23-buggy,Not Compilable: test suite failed to compile
Closure,28,Closure-28-buggy,Not Compilable: test suite failed to compile
Closure,40,Closure-40-buggy,Not Compilable: test suite failed to compile
Closure,41,Closure-41-buggy,Not Compilable: test suite failed to compile
Closure,47,Closure-47-buggy,Not Compilable: test suite failed to compile
Closure,50,Closure-50-buggy,Not Compilable: test suite failed to compile
Closure,52,Closure-52-buggy,Not Compilable: test suite failed to compile
Closure,57,Closure-57-buggy,Not Compilable: test suite failed to compile
Closure,61,Closure-61-buggy,Not Compilable: test suite failed to compile
Closure,70,Closure-70-buggy,Not Compilable: test suite failed to compile
Closure,73,Closure-73-buggy,Not Compilable: test suite failed to compile
Closure,74,Closure-74-buggy,Not Compilable: test suite failed to compile
Closure,76,Closure-76-buggy,Not Compilable: test suite failed to compile
Closure,85,Closure-85-buggy,Not Compilable: test suite failed to compile
Closure,87,Closure-87-buggy,Not Compilable: test suite failed to compile
Closure,88,Closure-88-buggy,Not Compilable: test suite failed to compile
Closure,90,Closure-90-buggy,Not Compilable: test suite failed to compile
Closure,97,Closure-97-buggy,Not Compilable: test suite failed to compile
Closure,99,Closure-99-buggy,Not Compilable: test suite failed to compile
Closure,105,Closure-105-buggy,Not Compilable: test suite failed to compile
Closure,111,Closure-111-buggy,Not Compilable: test suite failed to compile
Closure,121,Closure-121-buggy,Not Compilable: test suite failed to compile
Closure,123,Closure-123-buggy,Not Compilable: test suite failed to compile
Closure,126,Closure-126-buggy,Not Compilable: test suite failed to compile
Closure,131,Closure-131-buggy,Not Compilable: test suite failed to compile
Closure,137,Closure-137-buggy,Not Compilable: test suite failed to compile
Closure,139,Closure-139-buggy,Not Compilable: test suite failed to compile
Closure,145,Closure-145-buggy,Not Compilable: test suite failed to compile
Closure,153,Closure-153-buggy,Not Compilable: test suite failed to compile
Closure,157,Closure-157-buggy,Not Compilable: test suite failed to compile
Closure,160,Closure-160-buggy,Not Compilable: test suite failed to compile
Closure,161,Closure-161-buggy,Not Compilable: test suite failed to compile
Closure,165,Closure-165-buggy,Not Compilable: test suite failed to compile
Closure,170,Closure-170-buggy,Not Compilable: test suite failed to compile
Closure,172,Closure-172-buggy,Not Compilable: test suite failed to compile
Closure,176,Closure-176-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,1,JacksonDatabind-1-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,4,JacksonDatabind-4-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,5,JacksonDatabind-5-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,10,JacksonDatabind-10-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,13,JacksonDatabind-13-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,14,JacksonDatabind-14-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,23,JacksonDatabind-23-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,30,JacksonDatabind-30-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,32,JacksonDatabind-32-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,56,JacksonDatabind-56-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,62,JacksonDatabind-62-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,68,JacksonDatabind-68-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,76,JacksonDatabind-76-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,94,JacksonDatabind-94-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,95,JacksonDatabind-95-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,98,JacksonDatabind-98-buggy,Not Compilable: test suite failed to compile
Chart,1,Chart-1-buggy,Not Compilable: test suite failed to compile
Chart,2,Chart-2-buggy,Not Compilable: test suite failed to compile
Chart,4,Chart-4-buggy,Not Compilable: test suite failed to compile
Jsoup,10,Jsoup-10-buggy,Not Compilable: test suite failed to compile
Jsoup,29,Jsoup-29-buggy,Not Compilable: test suite failed to compile
Jsoup,32,Jsoup-32-buggy,Not Compilable: test suite failed to compile
Jsoup,37,Jsoup-37-buggy,Not Compilable: test suite failed to compile
Jsoup,41,Jsoup-41-buggy,Not Compilable: test suite failed to compile
Jsoup,43,Jsoup-43-buggy,Not Compilable: test suite failed to compile
Jsoup,44,Jsoup-44-buggy,Not Compilable: test suite failed to compile
Jsoup,50,Jsoup-50-buggy,Not Compilable: test suite failed to compile
Jsoup,73,Jsoup-73-buggy,Not Compilable: test suite failed to compile
Jsoup,84,Jsoup-84-buggy,Not Compilable: test suite failed to compile
Cli,11,Cli-11-buggy,Not Compilable: test suite failed to compile
Time,26,Time-26-buggy,Not Compilable: test suite failed to compile
Mockito,1,Mockito-1-buggy,JaCoCo stage timeout (> 600s)
Mockito,14,Mockito-14-buggy,Not Compilable: test suite failed to compile
Mockito,23,Mockito-23-buggy,Not Compilable: test suite failed to compile
Mockito,24,Mockito-24-buggy,Not Compilable: test suite failed to compile
Mockito,27,Mockito-27-buggy,Not Compilable: test suite failed to compile
Mockito,32,Mockito-32-buggy,Not Compilable: test suite failed to compile
Mockito,33,Mockito-33-buggy,Not Compilable: test suite failed to compile
Mockito,35,Mockito-35-buggy,Not Compilable: test suite failed to compile
Math,17,Math-17-buggy,Not Compilable: test suite failed to compile
Math,37,Math-37-buggy,Not Compilable: test suite failed to compile
Math,45,Math-45-buggy,Not Compilable: test suite failed to compile
Math,48,Math-48-buggy,Not Compilable: test suite failed to compile
Math,54,Math-54-buggy,Not Compilable: test suite failed to compile
Math,70,Math-70-buggy,Not Compilable: test suite failed to compile
Math,74,Math-74-buggy,Not Compilable: test suite failed to compile
Math,79,Math-79-buggy,Not Compilable: test suite failed to compile
Math,85,Math-85-buggy,Not Compilable: test suite failed to compile
Math,86,Math-86-buggy,Not Compilable: test suite failed to compile
Math,91,Math-91-buggy,Not Compilable: test suite failed to compile
Math,94,Math-94-buggy,Not Compilable: test suite failed to compile
Math,102,Math-102-buggy,Not Compilable: test suite failed to compile
Math,103,Math-103-buggy,Not Compilable: test suite failed to compile
Lang,1,Lang-1-buggy,Not Compilable: test suite failed to compile
Lang,12,Lang-12-buggy,Not Compilable: test suite failed to compile
Lang,20,Lang-20-buggy,Not Compilable: test suite failed to compile
Lang,21,Lang-21-buggy,Not Compilable: test suite failed to compile
Lang,27,Lang-27-buggy,Not Compilable: test suite failed to compile
Lang,28,Lang-28-buggy,Not Compilable: test suite failed to compile
Lang,31,Lang-31-buggy,Not Compilable: test suite failed to compile
Lang,39,Lang-39-buggy,Not Compilable: test suite failed to compile
Lang,41,Lang-41-buggy,Not Compilable: test suite failed to compile
Lang,45,Lang-45-buggy,Not Compilable: test suite failed to compile
Lang,47,Lang-47-buggy,Not Compilable: test suite failed to compile
Lang,49,Lang-49-buggy,Not Compilable: test suite failed to compile
Lang,51,Lang-51-buggy,Not Compilable: test suite failed to compile
Jxpath,6,JxPath-6-buggy,Not Compilable: test suite failed to compile
Jxpath,7,JxPath-7-buggy,Not Compilable: test suite failed to compile
Jxpath,8,JxPath-8-buggy,Not Compilable: test suite failed to compile
Jxpath,14,JxPath-14-buggy,bin classes not found: /Users/grace/Documents/Paper/BugFixing/Interpretation/defects4j-GPT4o/JxPath/JxPath-14-buggy is not a valid working directory!
Jxpath,15,JxPath-15-buggy,Not Compilable: test suite failed to compile
Jxpath,16,JxPath-16-buggy,Not Compilable: test suite failed to compile
Jacksoncore,4,JacksonCore-4-buggy,Not Compilable: test suite failed to compile
Jacksoncore,6,JacksonCore-6-buggy,Not Compilable: test suite failed to compile
Jacksoncore,11,JacksonCore-11-buggy,Not Compilable: test suite failed to compile
Compress,6,Compress-6-buggy,Not Compilable: test suite failed to compile
Compress,7,Compress-7-buggy,Not Compilable: test suite failed to compile
Compress,13,Compress-13-buggy,Not Compilable: test suite failed to compile
Compress,20,Compress-20-buggy,Not Compilable: test suite failed to compile
Compress,25,Compress-25-buggy,Not Compilable: test suite failed to compile
Compress,28,Compress-28-buggy,Not Compilable: test suite failed to compile
Compress,35,Compress-35-buggy,Not Compilable: test suite failed to compile
Compress,38,Compress-38-buggy,Not Compilable: test suite failed to compile
Compress,41,Compress-41-buggy,Not Compilable: test suite failed to compile
Gson,6,Gson-6-buggy,Not Compilable: test suite failed to compile
Codec,10,Codec-10-buggy,Not Compilable: test suite failed to compile
Codec,12,Codec-12-buggy,Not Compilable: test suite failed to compile
Collections,11,Collections-11-buggy,Not Compilable: test suite failed to compile
Collections,24,Collections-24-buggy,Not Compilable: test suite failed to compile
Collections,28,Collections-28-buggy,Not Compilable: test suite failed to compile
Csv,7,Csv-7-buggy,Not Compilable: test suite failed to compile
