project,bug_id,folder,error
Compress,20,Compress-20-buggy,Not Compilable: test suite failed to compile
Compress,22,Compress-22-buggy,Not Compilable: test suite failed to compile
Compress,23,Compress-23-buggy,Not Compilable: test suite failed to compile
Compress,25,Compress-25-buggy,Not Compilable: test suite failed to compile
Compress,26,Compress-26-buggy,Not Compilable: test suite failed to compile
Compress,29,Compress-29-buggy,Not Compilable: test suite failed to compile
Compress,31,Compress-31-buggy,Not Compilable: test suite failed to compile
Compress,33,Compress-33-buggy,Not Compilable: test suite failed to compile
Compress,34,Compress-34-buggy,Not Compilable: test suite failed to compile
Compress,35,Compress-35-buggy,Not Compilable: test suite failed to compile
Compress,36,Compress-36-buggy,Not Compilable: test suite failed to compile
Compress,37,Compress-37-buggy,Not Compilable: test suite failed to compile
Compress,38,Compress-38-buggy,Not Compilable: test suite failed to compile
Compress,41,Compress-41-buggy,Not Compilable: test suite failed to compile
Compress,43,Compress-43-buggy,Not Compilable: test suite failed to compile
Compress,45,Compress-45-buggy,Not Compilable: test suite failed to compile
Csv,1,Csv-1-buggy,Not Compilable: test suite failed to compile
Csv,2,Csv-2-buggy,Not Compilable: test suite failed to compile
Csv,4,Csv-4-buggy,Not Compilable: test suite failed to compile
Csv,5,Csv-5-buggy,Not Compilable: test suite failed to compile
Csv,9,Csv-9-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,1,JacksonDatabind-1-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,14,JacksonDatabind-14-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,22,JacksonDatabind-22-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,25,JacksonDatabind-25-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,28,JacksonDatabind-28-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,34,JacksonDatabind-34-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,43,JacksonDatabind-43-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,49,JacksonDatabind-49-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,50,JacksonDatabind-50-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,53,JacksonDatabind-53-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,54,JacksonDatabind-54-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,62,JacksonDatabind-62-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,66,JacksonDatabind-66-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,67,JacksonDatabind-67-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,69,JacksonDatabind-69-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,70,JacksonDatabind-70-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,75,JacksonDatabind-75-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,76,JacksonDatabind-76-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,81,JacksonDatabind-81-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,82,JacksonDatabind-82-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,91,JacksonDatabind-91-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,94,JacksonDatabind-94-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,96,JacksonDatabind-96-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,97,JacksonDatabind-97-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,98,JacksonDatabind-98-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,102,JacksonDatabind-102-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,107,JacksonDatabind-107-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,109,JacksonDatabind-109-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,112,JacksonDatabind-112-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,11,JacksonDatabind-11-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,15,JacksonDatabind-15-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,18,JacksonDatabind-18-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,19,JacksonDatabind-19-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,23,JacksonDatabind-23-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,30,JacksonDatabind-30-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,31,JacksonDatabind-31-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,37,JacksonDatabind-37-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,39,JacksonDatabind-39-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,45,JacksonDatabind-45-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,49,JacksonDatabind-49-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,66,JacksonDatabind-66-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,69,JacksonDatabind-69-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,77,JacksonDatabind-77-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,79,JacksonDatabind-79-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,82,JacksonDatabind-82-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,88,JacksonDatabind-88-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,98,JacksonDatabind-98-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,100,JacksonDatabind-100-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,103,JacksonDatabind-103-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,109,JacksonDatabind-109-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,110,JacksonDatabind-110-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,11,JacksonDatabind-11-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,15,JacksonDatabind-15-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,18,JacksonDatabind-18-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,19,JacksonDatabind-19-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,23,JacksonDatabind-23-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,30,JacksonDatabind-30-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,31,JacksonDatabind-31-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,37,JacksonDatabind-37-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,39,JacksonDatabind-39-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,45,JacksonDatabind-45-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,49,JacksonDatabind-49-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,66,JacksonDatabind-66-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,69,JacksonDatabind-69-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,77,JacksonDatabind-77-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,79,JacksonDatabind-79-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,82,JacksonDatabind-82-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,88,JacksonDatabind-88-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,98,JacksonDatabind-98-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,100,JacksonDatabind-100-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,103,JacksonDatabind-103-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,109,JacksonDatabind-109-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,110,JacksonDatabind-110-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,11,JacksonDatabind-11-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,15,JacksonDatabind-15-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,18,JacksonDatabind-18-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,19,JacksonDatabind-19-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,23,JacksonDatabind-23-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,30,JacksonDatabind-30-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,31,JacksonDatabind-31-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,37,JacksonDatabind-37-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,39,JacksonDatabind-39-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,45,JacksonDatabind-45-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,49,JacksonDatabind-49-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,66,JacksonDatabind-66-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,69,JacksonDatabind-69-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,77,JacksonDatabind-77-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,79,JacksonDatabind-79-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,82,JacksonDatabind-82-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,88,JacksonDatabind-88-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,98,JacksonDatabind-98-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,100,JacksonDatabind-100-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,103,JacksonDatabind-103-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,109,JacksonDatabind-109-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,110,JacksonDatabind-110-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,11,JacksonDatabind-11-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,15,JacksonDatabind-15-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,18,JacksonDatabind-18-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,19,JacksonDatabind-19-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,23,JacksonDatabind-23-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,30,JacksonDatabind-30-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,31,JacksonDatabind-31-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,37,JacksonDatabind-37-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,39,JacksonDatabind-39-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,45,JacksonDatabind-45-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,49,JacksonDatabind-49-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,66,JacksonDatabind-66-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,69,JacksonDatabind-69-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,77,JacksonDatabind-77-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,79,JacksonDatabind-79-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,82,JacksonDatabind-82-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,88,JacksonDatabind-88-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,98,JacksonDatabind-98-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,100,JacksonDatabind-100-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,103,JacksonDatabind-103-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,109,JacksonDatabind-109-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,110,JacksonDatabind-110-buggy,Not Compilable: test suite failed to compile
Time,3,Time-3-buggy,Not Compilable: test suite failed to compile
Time,5,Time-5-buggy,Not Compilable: test suite failed to compile
Time,14,Time-14-buggy,Not Compilable: test suite failed to compile
Time,24,Time-24-buggy,Not Compilable: test suite failed to compile
Time,26,Time-26-buggy,Not Compilable: test suite failed to compile
Time,27,Time-27-buggy,Not Compilable: test suite failed to compile
Mockito,1,Mockito-1-buggy,Not Compilable: test suite failed to compile
Mockito,2,Mockito-2-buggy,Not Compilable: test suite failed to compile
Mockito,3,Mockito-3-buggy,Not Compilable: test suite failed to compile
Mockito,4,Mockito-4-buggy,Not Compilable: test suite failed to compile
Mockito,5,Mockito-5-buggy,Not Compilable: test suite failed to compile
Mockito,6,Mockito-6-buggy,Not Compilable: test suite failed to compile
Mockito,7,Mockito-7-buggy,Not Compilable: test suite failed to compile
Mockito,8,Mockito-8-buggy,Not Compilable: test suite failed to compile
Mockito,9,Mockito-9-buggy,Not Compilable: test suite failed to compile
Mockito,10,Mockito-10-buggy,Not Compilable: test suite failed to compile
Mockito,11,Mockito-11-buggy,Not Compilable: test suite failed to compile
Mockito,12,Mockito-12-buggy,Not Compilable: test suite failed to compile
Mockito,13,Mockito-13-buggy,Not Compilable: test suite failed to compile
Mockito,14,Mockito-14-buggy,Not Compilable: test suite failed to compile
Mockito,15,Mockito-15-buggy,Not Compilable: test suite failed to compile
Mockito,16,Mockito-16-buggy,Not Compilable: test suite failed to compile
Mockito,17,Mockito-17-buggy,Not Compilable: test suite failed to compile
Mockito,18,Mockito-18-buggy,Not Compilable: test suite failed to compile
Mockito,19,Mockito-19-buggy,Not Compilable: test suite failed to compile
Mockito,20,Mockito-20-buggy,Not Compilable: test suite failed to compile
Mockito,21,Mockito-21-buggy,Not Compilable: test suite failed to compile
Mockito,22,Mockito-22-buggy,Not Compilable: test suite failed to compile
Mockito,23,Mockito-23-buggy,Not Compilable: test suite failed to compile
Mockito,24,Mockito-24-buggy,Not Compilable: test suite failed to compile
Mockito,25,Mockito-25-buggy,Not Compilable: test suite failed to compile
Mockito,27,Mockito-27-buggy,Not Compilable: test suite failed to compile
Mockito,28,Mockito-28-buggy,Not Compilable: test suite failed to compile
Mockito,32,Mockito-32-buggy,Not Compilable: test suite failed to compile
Mockito,34,Mockito-34-buggy,Not Compilable: test suite failed to compile
Mockito,35,Mockito-35-buggy,Not Compilable: test suite failed to compile
Mockito,36,Mockito-36-buggy,Not Compilable: test suite failed to compile
Math,6,Math-6-buggy,Not Compilable: test suite failed to compile
Math,7,Math-7-buggy,Not Compilable: test suite failed to compile
Math,9,Math-9-buggy,Not Compilable: test suite failed to compile
Math,24,Math-24-buggy,Not Compilable: test suite failed to compile
Math,26,Math-26-buggy,Not Compilable: test suite failed to compile
Math,29,Math-29-buggy,Not Compilable: test suite failed to compile
Math,35,Math-35-buggy,Not Compilable: test suite failed to compile
Math,36,Math-36-buggy,Not Compilable: test suite failed to compile
Math,45,Math-45-buggy,Not Compilable: test suite failed to compile
Math,64,Math-64-buggy,Not Compilable: test suite failed to compile
Math,65,Math-65-buggy,Not Compilable: test suite failed to compile
Math,67,Math-67-buggy,Not Compilable: test suite failed to compile
Math,68,Math-68-buggy,Not Compilable: test suite failed to compile
Math,79,Math-79-buggy,Not Compilable: test suite failed to compile
Math,83,Math-83-buggy,Not Compilable: test suite failed to compile
Math,86,Math-86-buggy,Not Compilable: test suite failed to compile
Math,88,Math-88-buggy,Not Compilable: test suite failed to compile
Math,96,Math-96-buggy,Not Compilable: test suite failed to compile
Chart,7,Chart-7-buggy,Not Compilable: test suite failed to compile
Chart,8,Chart-8-buggy,Not Compilable: test suite failed to compile
Chart,16,Chart-16-buggy,Not Compilable: test suite failed to compile
Chart,18,Chart-18-buggy,Not Compilable: test suite failed to compile
Chart,19,Chart-19-buggy,Not Compilable: test suite failed to compile
Chart,23,Chart-23-buggy,Not Compilable: test suite failed to compile
Chart,26,Chart-26-buggy,Not Compilable: test suite failed to compile
Closure,1,Closure-1-buggy,Not Compilable: test suite failed to compile
Closure,3,Closure-3-buggy,Not Compilable: test suite failed to compile
Closure,7,Closure-7-buggy,Not Compilable: test suite failed to compile
Closure,19,Closure-19-buggy,Not Compilable: test suite failed to compile
Closure,54,Closure-54-buggy,Not Compilable: test suite failed to compile
Closure,55,Closure-55-buggy,Not Compilable: test suite failed to compile
Closure,56,Closure-56-buggy,Not Compilable: test suite failed to compile
Closure,58,Closure-58-buggy,Not Compilable: test suite failed to compile
Closure,68,Closure-68-buggy,Not Compilable: test suite failed to compile
Closure,80,Closure-80-buggy,Not Compilable: test suite failed to compile
Closure,82,Closure-82-buggy,Not Compilable: test suite failed to compile
Closure,88,Closure-88-buggy,Not Compilable: test suite failed to compile
Closure,95,Closure-95-buggy,Not Compilable: test suite failed to compile
Closure,122,Closure-122-buggy,Not Compilable: test suite failed to compile
Closure,131,Closure-131-buggy,Not Compilable: test suite failed to compile
Closure,136,Closure-136-buggy,Not Compilable: test suite failed to compile
Closure,147,Closure-147-buggy,Not Compilable: test suite failed to compile
Closure,158,Closure-158-buggy,Not Compilable: test suite failed to compile
Closure,167,Closure-167-buggy,Not Compilable: test suite failed to compile
Chart,7,Chart-7-buggy,Not Compilable: test suite failed to compile
Chart,8,Chart-8-buggy,Not Compilable: test suite failed to compile
Chart,16,Chart-16-buggy,Not Compilable: test suite failed to compile
Chart,18,Chart-18-buggy,Not Compilable: test suite failed to compile
Chart,19,Chart-19-buggy,Not Compilable: test suite failed to compile
Chart,23,Chart-23-buggy,Not Compilable: test suite failed to compile
Chart,26,Chart-26-buggy,Not Compilable: test suite failed to compile
Chart,7,Chart-7-buggy,Not Compilable: test suite failed to compile
Chart,8,Chart-8-buggy,Not Compilable: test suite failed to compile
Chart,16,Chart-16-buggy,Not Compilable: test suite failed to compile
Chart,18,Chart-18-buggy,Not Compilable: test suite failed to compile
Chart,19,Chart-19-buggy,Not Compilable: test suite failed to compile
Chart,23,Chart-23-buggy,Not Compilable: test suite failed to compile
Chart,26,Chart-26-buggy,Not Compilable: test suite failed to compile
Chart,7,Chart-7-buggy,Not Compilable: test suite failed to compile
Chart,8,Chart-8-buggy,Not Compilable: test suite failed to compile
Chart,16,Chart-16-buggy,Not Compilable: test suite failed to compile
Chart,18,Chart-18-buggy,Not Compilable: test suite failed to compile
Chart,19,Chart-19-buggy,Not Compilable: test suite failed to compile
Chart,23,Chart-23-buggy,Not Compilable: test suite failed to compile
Chart,26,Chart-26-buggy,Not Compilable: test suite failed to compile
Cli,12,Cli-12-buggy,Not Compilable: test suite failed to compile
Cli,13,Cli-13-buggy,Not Compilable: test suite failed to compile
Cli,14,Cli-14-buggy,Not Compilable: test suite failed to compile
Cli,16,Cli-16-buggy,Not Compilable: test suite failed to compile
Cli,35,Cli-35-buggy,Not Compilable: test suite failed to compile
Cli,38,Cli-38-buggy,Not Compilable: test suite failed to compile
Closure,1,Closure-1-buggy,Not Compilable: test suite failed to compile
Closure,3,Closure-3-buggy,Not Compilable: test suite failed to compile
Closure,7,Closure-7-buggy,Not Compilable: test suite failed to compile
Closure,19,Closure-19-buggy,Not Compilable: test suite failed to compile
Closure,54,Closure-54-buggy,Not Compilable: test suite failed to compile
Closure,55,Closure-55-buggy,Not Compilable: test suite failed to compile
Closure,56,Closure-56-buggy,Not Compilable: test suite failed to compile
Closure,58,Closure-58-buggy,Not Compilable: test suite failed to compile
Closure,68,Closure-68-buggy,Not Compilable: test suite failed to compile
Closure,80,Closure-80-buggy,Not Compilable: test suite failed to compile
Closure,82,Closure-82-buggy,Not Compilable: test suite failed to compile
Closure,88,Closure-88-buggy,Not Compilable: test suite failed to compile
Closure,95,Closure-95-buggy,Not Compilable: test suite failed to compile
Closure,122,Closure-122-buggy,Not Compilable: test suite failed to compile
Closure,131,Closure-131-buggy,Not Compilable: test suite failed to compile
Closure,136,Closure-136-buggy,Not Compilable: test suite failed to compile
Closure,147,Closure-147-buggy,Not Compilable: test suite failed to compile
Closure,158,Closure-158-buggy,Not Compilable: test suite failed to compile
Closure,167,Closure-167-buggy,Not Compilable: test suite failed to compile
Codec,3,Codec-3-buggy,Not Compilable: test suite failed to compile
Codec,8,Codec-8-buggy,Not Compilable: test suite failed to compile
Codec,9,Codec-9-buggy,Not Compilable: test suite failed to compile
Codec,11,Codec-11-buggy,Not Compilable: test suite failed to compile
Codec,12,Codec-12-buggy,Not Compilable: test suite failed to compile
Codec,15,Codec-15-buggy,Not Compilable: test suite failed to compile
Collections,1,Collections-1-buggy,Not Compilable: test suite failed to compile
Collections,5,Collections-5-buggy,Not Compilable: test suite failed to compile
Collections,7,Collections-7-buggy,Not Compilable: test suite failed to compile
Collections,17,Collections-17-buggy,Not Compilable: test suite failed to compile
Collections,22,Collections-22-buggy,Not Compilable: test suite failed to compile
Collections,24,Collections-24-buggy,Not Compilable: test suite failed to compile
Collections,25,Collections-25-buggy,Not Compilable: test suite failed to compile
Collections,26,Collections-26-buggy,Not Compilable: test suite failed to compile
Collections,27,Collections-27-buggy,Not Compilable: test suite failed to compile
Collections,28,Collections-28-buggy,Not Compilable: test suite failed to compile
Csv,1,Csv-1-buggy,Not Compilable: test suite failed to compile
Csv,2,Csv-2-buggy,Not Compilable: test suite failed to compile
Csv,4,Csv-4-buggy,Not Compilable: test suite failed to compile
Csv,5,Csv-5-buggy,Not Compilable: test suite failed to compile
Csv,9,Csv-9-buggy,Not Compilable: test suite failed to compile
Compress,1,Compress-1-buggy,Not Compilable: test suite failed to compile
Compress,6,Compress-6-buggy,Not Compilable: test suite failed to compile
Compress,7,Compress-7-buggy,Not Compilable: test suite failed to compile
Compress,12,Compress-12-buggy,Not Compilable: test suite failed to compile
Compress,13,Compress-13-buggy,Not Compilable: test suite failed to compile
Compress,19,Compress-19-buggy,Not Compilable: test suite failed to compile
Compress,20,Compress-20-buggy,Not Compilable: test suite failed to compile
Compress,22,Compress-22-buggy,Not Compilable: test suite failed to compile
Compress,23,Compress-23-buggy,Not Compilable: test suite failed to compile
Compress,25,Compress-25-buggy,Not Compilable: test suite failed to compile
Compress,26,Compress-26-buggy,Not Compilable: test suite failed to compile
Compress,29,Compress-29-buggy,Not Compilable: test suite failed to compile
Compress,31,Compress-31-buggy,Not Compilable: test suite failed to compile
Compress,33,Compress-33-buggy,Not Compilable: test suite failed to compile
Compress,34,Compress-34-buggy,Not Compilable: test suite failed to compile
Compress,35,Compress-35-buggy,Not Compilable: test suite failed to compile
Compress,36,Compress-36-buggy,Not Compilable: test suite failed to compile
Compress,37,Compress-37-buggy,Not Compilable: test suite failed to compile
Compress,38,Compress-38-buggy,Not Compilable: test suite failed to compile
Compress,41,Compress-41-buggy,Not Compilable: test suite failed to compile
Compress,43,Compress-43-buggy,Not Compilable: test suite failed to compile
Compress,45,Compress-45-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,1,JacksonDatabind-1-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,14,JacksonDatabind-14-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,22,JacksonDatabind-22-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,25,JacksonDatabind-25-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,28,JacksonDatabind-28-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,34,JacksonDatabind-34-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,43,JacksonDatabind-43-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,49,JacksonDatabind-49-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,50,JacksonDatabind-50-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,53,JacksonDatabind-53-buggy,Not Compilable: test suite failed to compile
Jacksondatabind,54,JacksonDatabind-54-buggy,Not Compilable: test suite failed to compile
