project,bug_id,folder,result
Closure,149,Closure-149-buggy,Not Pass
Closure,150,Closure-150-buggy,Not Compilable
Closure,151,Closure-151-buggy,Not Compilable
Closure,152,Closure-152-buggy,Not Compilable
Closure,153,Closure-153-buggy,Not Compilable
Closure,154,Closure-154-buggy,Not Compilable
Closure,155,Closure-155-buggy,Not Pass
Closure,156,Closure-156-buggy,Not Pass
Closure,157,Closure-157-buggy,Not Pass
Closure,158,Closure-158-buggy,Not Compilable
Closure,159,Closure-159-buggy,Pass
Closure,160,Closure-160-buggy,Not Pass
Closure,161,Closure-161-buggy,Pass
Closure,162,Closure-162-buggy,Not Compilable
Closure,163,Closure-163-buggy,Not Compilable
Closure,164,Closure-164-buggy,Not Pass
Closure,165,Closure-165-buggy,Not Pass
Closure,166,Closure-166-buggy,Pass
Closure,167,Closure-167-buggy,Not Compilable
Closure,168,Closure-168-buggy,Not Compilable
Closure,169,Closure-169-buggy,Not Compilable
Closure,170,Closure-170-buggy,Pass
Closure,171,Closure-171-buggy,Not Pass
Closure,172,Closure-172-buggy,Not Pass
Closure,173,Closure-173-buggy,Not Pass
Closure,174,Closure-174-buggy,Not Compilable
Closure,175,Closure-175-buggy,Not Pass
Closure,176,Closure-176-buggy,Not Pass
